text,source_party,label,source,reliability,bias
"The Butler Palace was in a pitiful state: the marble ripped out, and the garden, where the family would gather for tea in the evening, waist-high in weeds and rubbish.",Lean Left,0,the-economist,42.4,-1.43
"Emboldened by this, Hindu activists such as Mr Arya are now targeting thousands of other mosques across India, including one in Varanasi, 200km (125 miles) south of Ayodhya.",Lean Left,1,the-economist,42.4,-1.43
"For its own sake as well as Ukraine’s, the West urgently needs to shake off its lethargy.",Lean Left,1,the-economist,42.4,-1.43
"Sethaput Suthiwartnarueput, the current central-bank governor, said the government should prioritise investment over stimulating consumption.",Lean Left,0,the-economist,42.4,-1.43
"Internal polling seen by The Economist suggests the president, once lauded for his role in defending the country, has been tarnished by corruption scandals in his government and by concern over the direction of the country.",Lean Left,1,the-economist,42.4,-1.43
People often dislike immigration because it exacerbates a sense that they have lost control over their lives-a sense that has grown stronger as globalisation has failed to spread its prosperity as fully as it should have.,Lean Left,1,the-economist,42.4,-1.43
The church might have reformed more from within; it might have fractured even more deeply than it did.,Lean Left,0,the-economist,42.4,-1.43
The shifting lines on the map help to explain more than a century of conflict between Arabs and Jews in the Holy Land.,Lean Left,1,the-economist,42.4,-1.43
"The uproar over civil rights in the 1960s was one catalyst for realignment, pushing black voters to the Democratic Party and white southern Democrats towards the Republican Party.",Lean Left,0,the-economist,42.4,-1.43
"Paul Whelan, wrongfully detained in Russia for nearly five years, was understandably disappointed after a famous athlete was released after less than a year behind bars.",Lean Left,0,the-economist,42.4,-1.43
"More Emiratis will need to move from the public into the private sector, but many are ill-qualified, meaning they are unlikely to become richer as a result.",Lean Left,1,the-economist,42.4,-1.43
"Mr Kotak paid 12% for funds he lent at 16% to suppliers waiting for payment by Tata, a conglomerate, and other companies with strong credit.",Lean Left,0,the-economist,42.4,-1.43
"As a political movement, with the ideology and the ideas it stands on, Hamas cannot be destroyed.",Lean Left,1,the-economist,42.4,-1.43
"As a longtime Republican, she approved of small government, remembering how her father had been driven mad by far-off paper-pushers in Washington.",Lean Left,1,the-economist,42.4,-1.43
Deif however had shown that Hamas was back as a fighting force.,Lean Left,0,the-economist,42.4,-1.43
"That is until you consider the fact the country is experiencing a wave of corporate defaults, which includes half of the 50 largest property developers in 2020.",Lean Left,0,the-economist,42.4,-1.43
"In the latest quarter gdp grew at an annual rate of 7.8%, making it the world’s perkiest big economy.",Lean Left,1,the-economist,42.4,-1.43
The anti-graft campaign has sapped the motivation of officials while leaving the rotten system around them intact.,Lean Left,1,the-economist,42.4,-1.43
"However, an in-depth analysis that evaluates these two Alaska plans under several career situations shows that the defined benefit plan is not optimal for most workers.",Lean Right,0,reason,36.26,4.84
"This legislation attempts to insert Congress's judgment into a question best decided by American consumers.""",Lean Right,1,reason,36.26,4.84
"Ukrainian officials argued that they needed to sustain a robust fight in the Bakhmut area because otherwise Russia would try to reoccupy parts of the Kharkiv region and advance in Donetsk - a key objective for Putin, who wants to seize that whole region.",Lean Left,0,washington-post,38.8,-6.85
"That worked with his Triple S sneakers, but the amplification of the shoes here looks like gratuitous desperation.",Lean Left,1,washington-post,38.8,-6.85
"Naughty is an encounter with an especially fearsome Krampus, who has a hunchback, antlers and a mouth that resembles the Predator.",Lean Left,1,washington-post,38.8,-6.85
"Advertisement It doesn’t mean, however, that there aren’t plenty of worries short of an authoritarian United States to fret over should Trump return to the presidency.",Lean Left,0,washington-post,38.8,-6.85
"Supporters say the system would remove about 3 million vehicles from the road, create 35,000 jobs and increase tourism between Nevada and California.",Lean Left,0,washington-post,38.8,-6.85
"Instead, the Biden administration and its big-spender allies in Congress have institutionalized multitrillion-dollar deficits, embedding the problem firmly into the fabric of federal finance.",Lean Right,1,fox-business,38.81,9.11
"The U.S. accounts for around 15%, using its one active rare earth mine.",Lean Right,0,fox-business,38.81,9.11
"Labor unrest, we could see UPS, for example, go on strike, which would have a devastating impact on the economy.""",Lean Right,1,fox-business,38.81,9.11
"Oher accused the Tuohy family of this, and more, in a suit filed Monday seeking to terminate the conservatorship.",Lean Left,0,global-news,44.54,-4.26
"He was furious that Hashemi was apparently allowed to roam the country freely, visiting tourist sites in Montreal and Toronto.",Lean Left,1,global-news,44.54,-4.26
"Granted, this interactive baby teether is really for parents and grandparents to giggle over.",Lean Left,1,global-news,44.54,-4.26
He finds it outrageous that regime-connected insiders have been able to use Canada as their safe haven for so long.,Lean Left,1,global-news,44.54,-4.26
Jacob recorded the entire incident and posted footage of himself abandoning a 1940 Taylorcraft plane to YouTube.,Lean Left,0,global-news,44.54,-4.26
"Story continues below advertisement The report shows that nearly 4,000 human trafficking incidents were reported to police from 2012 until 2022.",Lean Left,0,global-news,44.54,-4.26
Lewis passages because of his powerful portrayal of Aslan (who is C.S.,Lean Right,1,the-christian-post,36.41,10.31
"As the poets say, nature is red in tooth and claw.",Lean Right,0,the-christian-post,36.41,10.31
"In any other circumstance where women ranging from babies to the elderly had been the victims of such ferocious and repeated sexual attacks, the masses would have swung into full action.",Lean Right,1,the-christian-post,36.41,10.31
"Lori Walke, senior minister of Mayflower Congregational United Church of Christ in Oklahoma City.",Lean Right,0,the-christian-post,36.41,10.31
"No human concoction of knowledge, however, has ever appeased the convictions of the inner person and provided forgiveness.",Lean Right,1,the-christian-post,36.41,10.31
"Sir Winston was by no means perfect in those relationships, but nevertheless, he instilled a character that would push on no matter what the obstacles were.",Lean Right,0,the-christian-post,36.41,10.31
"Although his theatrical approach can be off-putting to some, others are drawn to it, including the thousands he says have been saved at Transformation Church.",Lean Right,0,the-christian-post,36.41,10.31
"The outspoken minister recently severed ties with evangelist Daniel Adams, who was featured in Locke’s blockbuster film.",Lean Right,0,the-christian-post,36.41,10.31
Knowing this should put a sense of urgency in the heart of every Christian.,Lean Right,1,the-christian-post,36.41,10.31
The DNC has been on a decades-long campaign to erase their own history.,Lean Right,1,the-christian-post,36.41,10.31
"If you were to start praying this prayer every day, just watch how your attitude toward God begins to change.",Lean Right,1,the-christian-post,36.41,10.31
"What once had little value being merely the dirt of the ground, was suddenly and forever changed into the very reflection of the One who is of utmost prominence and importance.",Lean Right,1,the-christian-post,36.41,10.31
"In her view, Chau's commitment has already begun to bear fruit, inspiring young individuals to consider missions and spreading awareness of remote tribes like the North Sentinelese.",Lean Right,1,the-christian-post,36.41,10.31
This means giving is not a spontaneous or emotional reaction but a prayerful decision on where and how much to invest in God’s work.,Lean Right,1,the-christian-post,36.41,10.31
"And yes, Sinaloa is the home of that Sinaloa - the notorious cartel and drug traffickers.",Lean Right,1,the-christian-post,36.41,10.31
What church budgeting can learn from corporate budgeting Church budgets enable or hinder a church’s missional purpose.,Lean Right,0,the-christian-post,36.41,10.31
How Trans Ideology Twists Language To Distort Reality link to download the audio instead.,Lean Right,1,the-christian-post,36.41,10.31
"People may admit Jesus is the reason for the season, but they don’t comprehend the point of Christmas: why Jesus came and why Christmas happened.",Lean Right,1,the-christian-post,36.41,10.31
"Essential to this mission is fostering a diverse, equitable, and inclusive campus experience,"" the website states.",Lean Right,0,the-christian-post,36.41,10.31
"It commodifies human life, violates the rights of the child, and disrupts the natural order of parenthood.",Lean Right,1,the-christian-post,36.41,10.31
"If the purpose is peace, annihilation of the enemy or total destruction of his civilization is not acceptable.",Lean Right,1,the-christian-post,36.41,10.31
"Regardless of our financial situations, we are the poor, dirty, and outcast.",Lean Right,1,the-christian-post,36.41,10.31
"Sadly, most people today who are on the path to Hell have no idea they are essentially standing on the edge of a volcano.",Lean Right,1,the-christian-post,36.41,10.31
"And we get our vision, our image, our view of God from the Gospels.",Lean Right,1,the-christian-post,36.41,10.31
"Especially in a culture that leans towards story and away from fact, even more so for our generation.",Lean Right,1,the-christian-post,36.41,10.31
"However, if moved to demonstrate your love for Jesus during this season, the Bible offers principles to guide you in setting priorities: 1.",Lean Right,1,the-christian-post,36.41,10.31
"That artists keep messing with genre in telling this story suggests a nation trying to figure out what, exactly, this story even is.",Left,1,vox,39.59,-10.05
"Dreadful in its own terms, aesthetically, and dreadful for the people who were already in that space before you broke ground on it.",Left,1,vox,39.59,-10.05
"People jump on bureaucrats and pick on the mistakes they made, or things that didn’t work out.",Left,1,vox,39.59,-10.05
"Every major incident the Warrens have been involved with over the years has ultimately been thoroughly debunked, assuming supporting evidence was ever provided to begin with.",Left,1,vox,39.59,-10.05
But Christie also seemed tired in the more typical sense - he didn’t appear particularly fired up about a presidential bid that seems to be going nowhere.,Left,1,vox,39.59,-10.05
"To stem the tide, the world’s leaders have tried everything from generous social welfare programs to pink-and-blue awareness campaigns to five-figure checks to veiled threats, all to relatively little avail.",Left,1,vox,39.59,-10.05
But they also found that the gap varies substantially based on geography.,Left,0,vox,39.59,-10.05
"Grace has shown not only that she’s got guts, but also that there’s power in telling ourselves a different story.",Left,0,vox,39.59,-10.05
"But, in Reed O’Connor’s courtroom, the law often takes a back seat to right-wing interests.",Left,1,vox,39.59,-10.05
"Some experts regard it and similar programs as harbingers of superintelligence, liable to upend civilization - or simply end it altogether.",Left,1,vox,39.59,-10.05
"There’s also DuckDuckGo, which has been trying to compete with Google as a privacy-preserving alternative.",Left,0,vox,39.59,-10.05
Will RV makers be forced to change their infamous look to appeal to younger generations obsessed with clean aesthetics?,Left,1,vox,39.59,-10.05
"The prolific bombing campaigns provided valuable propaganda material for the Khmer Rouge insurgency challenging Gen. Lon Nol, the pro-US military dictator who overthrew Cambodia’s king in 1970.",Left,1,vox,39.59,-10.05
"As a result, six months were devoted to defining a quid pro quo which could be represented as unconditional.",Center,1,foreign-affairs,44.56,-6.55
And it is equally naive to believe that Russian success in Ukraine will not significantly increase the likelihood of Chinese aggression against Taiwan and thus potentially a war between the United States and China.,Center,1,foreign-affairs,44.56,-6.55
"Thus the stage was set for President Johnson’s speech of March 31, which ushered in the current negotiations.",Center,0,foreign-affairs,44.56,-6.55
"Still, Russia has been subjected to extraordinary sanctions by virtually all developed democracies.",Center,0,foreign-affairs,44.56,-6.55
This combination of actions enlarged the liberal international order at the cost of generating domestic discontent and division.,Center,0,foreign-affairs,44.56,-6.55
"When this is not the case, the responsibility lies more often with the receiving country than with China.",Center,0,foreign-affairs,44.56,-6.55
"While broad-based action is critical, however, the fact is that just a few key actors have the power to bring about a radical reduction in global emissions.",Center,0,foreign-affairs,44.56,-6.55
"Despite insisting that the country will turn away from coal, Chinese officials have wavered.",Center,1,foreign-affairs,44.56,-6.55
"But as Farrell and Newman show, what the United States can do with its control over data chokepoints is arguably more remarkable.",Center,1,foreign-affairs,44.56,-6.55
"In the first case, a coalition government would be a façade with non-communist and communist ministries in effect governing their own parts of the country.",Center,1,foreign-affairs,44.56,-6.55
"At that stage, the authors claim, the current war might have been avoided.",Center,0,foreign-affairs,44.56,-6.55
This meticulously researched and wonderfully crafted biography will help change that.,Center,1,foreign-affairs,44.56,-6.55
So Washington used its interlocking empire to cut Huawei off at the knees.,Center,1,foreign-affairs,44.56,-6.55
Leftist billionaire George Soros and his heir Alex Soros came under further scrutiny by Fox News following the release of the second installment of an MRC Business exposé into the Soros empire 2.0.,Right,1,newsbusters,19.99,20.48
"And the Smithsonian’s Latinx Museum, Salinas, and the rest of the Professional Latino political class in Washington, D.C., continue to work together to ensure that it stays that way- to the detriment of the community they claim to champion.",Right,1,newsbusters,19.99,20.48
"While Trump has made only one post on X since returning to the platform, his campaign runs several accounts on the platform.",Right,0,newsbusters,19.99,20.48
We’ve been minding our business and she keeps saying that she’s Eric Cartman.,Right,0,newsbusters,19.99,20.48
This is perhaps no coincidence: their broken ratings approach suits their hard-left political agenda.,Right,1,newsbusters,19.99,20.48
MRC Free Speech America has been quantifying the impact of Big Tech’s bias and censorship through the harm of secondhand censorship.,Right,1,newsbusters,19.99,20.48
"Dr. Jenn Jury McIntosh: It's intrinsically vague, which then causes physicians to potentially second guess like is this risky enough?",Right,0,newsbusters,19.99,20.48
"Which is to say, Kagan and the Post simply didn’t do their job.",Right,1,newsbusters,19.99,20.48
"And, so we brought three cameras, we brought microphones, and our purpose was to talk to Donald Trump.",Right,0,newsbusters,19.99,20.48
"The same report wrote the following: Our primary analysis indicates that in the first six months of 2023, births rose by an average 2.3 percent in states enforcing total abortion bans compared to a control group of states where abortion rights remained protected, amounting to approximately 32,000 additional annual births resulting from abortion bans.",Right,0,newsbusters,19.99,20.48
No other state has passed a TikTok ban but a few have sued.,Lean Left,0,usa-today,40.78,-4.12
"It is a very different narrative about U.S. policies in Vietnam, which asserts that American geopolitical policies must be attained through any means deemed necessary.",Lean Left,1,usa-today,40.78,-4.12
And he had hard words for his fellow candidates for not doing the same.,Lean Left,1,usa-today,40.78,-4.12
"That document was then used as part of an attempt to improperly overturn the 2020 presidential election results,"" the fake electors wrote.",Lean Left,1,usa-today,40.78,-4.12
"Who knows, if he has a fabulous season, and the Yankees play deep into October, he may be worth every penny.",Lean Left,1,usa-today,40.78,-4.12
