text,source_party,label,source,reliability,bias
"We went downtown sparingly and generally tried not to take the kids, unless we had to measure shoes or the like.",Right,0,townhall,24.95,19.79
"As is apparently required of any woman running for president -- e.g., Hillary Clinton and Carly Fiorina -- Haley is trying to prove she's macho enough to become commander-in-chief by being a jingoistic warmonger.",Right,1,townhall,24.95,19.79
"And sometimes a religious obligation trumps work, or work trumps a family event.",Right,0,townhall,24.95,19.79
"For the last few weeks, many wealthy donors, and graduates from Harvard, UPENN’s Wharton School of Business and the like have been shaken and shocked by what has happened at their alma matters that they once attended and were handsomely supporting.",Right,1,newsmax,28.9,13.54
"Special: Brain Doctor: Simple Way to Stay Mentally Sharp On top of that, having risk factors for heart disease pushed that percentage 20% higher.",Right,1,newsmax,28.9,13.54
His latest target is a small-town cable TV company that happens to be the town’s largest employer.,Right,1,newsmax,28.9,13.54
"Upon joining Slots Empire, every new player is entitled to a series of welcome bonuses extending to the first five deposits.",Right,0,newsmax,28.9,13.54
"By hiring the rated fire watch guards in the USA, you can avoid fines and business shutdowns, providing peace of mind for property owners across the nation.",Right,0,newsmax,28.9,13.54
"The crew discovers a nest of eggs inside the alien ship, and a creature leaps from inside one of the egg and attaches itself to one of the crew, causing him to fall into a coma.",Right,0,newsmax,28.9,13.54
"As Sir Isaac Newton proved, as an object in motion has a tendency to stay in motion - this time downward.",Right,1,newsmax,28.9,13.54
"This is the great hope of any America First activist, as Derkach is the key to foiling the deep state’s agenda in 2024.",Right,1,newsmax,28.9,13.54
A registered agent is an individual or entity that is responsible for receiving legal documents and official correspondence on behalf of a company.,Right,0,newsmax,28.9,13.54
"After eight years of DeBlasio’s follies, exhausted New Yorkers rejected DeBlasio clones in the Democratic Primary and chose an ex-cop, Eric Adams, who talked tough.",Right,1,newsmax,28.9,13.54
"Furthermore, despite the media's characterization, what Trump is proposing is hardly out of line with past American leaders, including those enshrined upon Mount Rushmore.",Right,1,newsmax,28.9,13.54
"Eight bodies have been discovered since then, most who died under bizarre and grisly circumstances.",Right,0,newsmax,28.9,13.54
Such research should be considered preliminary until published in a peer-reviewed journal.,Right,0,newsmax,28.9,13.54
"This past summer, Disney stock had a hit a nine-year low, with its marketing cap falling from $350.09 billion March 22, 2022, to $154.04 billion - a decline of $196.05 billion - or a 56% drop.",Right,0,newsmax,28.9,13.54
"E-commerce helps brands boost their visibility, drive more sales, and achieve success faster.",Right,1,newsmax,28.9,13.54
"Finally, Stoltenberg put NATO’s hypocrisy on display not only by what he said, but by what he did not say.",Right,1,infowars,15.78,23.58
"With global media attention focussed away from the war in Ukraine, several key events happened that the world didn’t enough notice.",Right,1,infowars,15.78,23.58
"On the following day, March 7, the United States, United Kingdom, Germany, and France held a videoconference that, according to some reports, discussed the talks.",Right,0,infowars,15.78,23.58
First you identify the nation at war with the individual who leads the nation.,Right,1,infowars,15.78,23.58
"Though pre-war polling conducted by CNN in February 2022 showed no region of Ukraine had more than one in five people who backed Ukrainian unification with Russia, authorities in those occupied regions predictably claimed on Wednesday that residents had overwhelmingly agreed to join the Russian Federation.",Right,1,infowars,15.78,23.58
Democrats’ decision to step back from the talks on Friday could all be a negotiating tactic.,Right,0,infowars,15.78,23.58
"During their Special Status period, these regions would have to be administered by local officials acceptable to both Russia and Ukraine, perhaps under the supervision of a special United Nations administrator At the end of some specified period of time, a referendum should be held to determine the final status of each region.",Right,0,infowars,15.78,23.58
"In 2014, he did not annex the Donbas because he remained committed to solving the problems of the region by negotiating its autonomy within Ukraine through the Minsk Accords.",Right,0,infowars,15.78,23.58
"Now, therefore, is the time to think realistically about what a diplomatic solution might actually look like.",Right,0,infowars,15.78,23.58
Almost any big push against dug-in Russian defenders protected by minefields would result in huge numbers of losses.,Right,0,infowars,15.78,23.58
Zelensky would turn to then-Israeli Prime Minister Naftali Bennett to mediate.,Right,0,infowars,15.78,23.58
"Large groups have taken this border out of normality, while legal crossings continue to be punished with a closed bridge.",Right,1,infowars,15.78,23.58
Are the Ukrainian people doomed if Washington stops funding the war?,Right,1,infowars,15.78,23.58
"North African countries, such as Algeria, Egypt and Morocco, also smell a bargain.",Lean Left,0,the-economist,42.4,-1.43
"Israel will also face pressure to extend the truce, both from some Western allies and from the relatives of those hostages still in captivity.",Lean Left,0,the-economist,42.4,-1.43
"It also requires savage tactics vis-à-vis civilian inhabitants, especially in the event of a ground incursion-which appears imminent-in order to minimise casualties in the Israeli army.",Lean Left,1,the-economist,42.4,-1.43
"They will be heightened by heart-breaking images of hundreds of funerals of the babies, children, women and men who were brutally slaughtered.",Lean Left,1,the-economist,42.4,-1.43
"According to the World Christian Database at Gordon-Conwell Theological Seminary in Massachusetts, Pentecostals and other evangelicals and charismatics account for 35% of Europe’s Protestants, 74% of America’s and 88% of those in developing countries.",Lean Left,0,the-economist,42.4,-1.43
Plans will be laid over the next 12 months to staff his administration with true believers.,Lean Left,1,the-economist,42.4,-1.43
"Attempts to store more carbon in soil cannot be guaranteed to endure, especially since storage in soils, as in forests, will become less dependable as the world warms.",Lean Left,0,the-economist,42.4,-1.43
"T o see how extraordinarily tight Donald Trump’s grip on his party is, look back eight years.",Lean Left,1,the-economist,42.4,-1.43
The stark judgment has not only thrown budgeting into wild disarray.,Lean Left,1,the-economist,42.4,-1.43
"Of course Israel has the right to defend itself and act, but this does not justify the tremendous loss of innocent civilian life.",Lean Left,1,the-economist,42.4,-1.43
Never-Trumpers instead look to the courts to scupper the former president.,Lean Left,1,the-economist,42.4,-1.43
"The United Arab Emirates’ skill at wrangling countries and industries with vastly disparate interests, in the hope of making further progress on tackling climate change, will be on full display.",Lean Left,1,the-economist,42.4,-1.43
"Despite Sitaraman’s mischaracterization of the effects of airline deregulation and misguided call for reviving strict regulation of prices and routes, policymakers would be wise to identify policies that would enhance competition in the airline industry and benefit consumers.",Lean Right,1,reason,36.26,4.84
Preliminary engineering and environmental studies for the project were completed in late 2018.,Lean Right,0,reason,36.26,4.84
"Arkansas should also adopt better transparency provisions, looking to states like Wisconsin and Florida as examples, so its open enrollment process is open and fair to all students.",Lean Right,0,reason,36.26,4.84
"School shooters, child molesters, stochastic terrorism, and unnaturally thin social media influencers have taken complete control of American life!",Lean Right,1,reason,36.26,4.84
"On another occasion, Ltayf asked Ambroise if she used hair conditioner during a discussion regarding hair products with Ambroise, Ellison and Clancy.",Lean Right,0,reason,36.26,4.84
"While the GOP generally favors freedom in the area of education, some of its elected officials still like to exercise power over families and children.",Lean Right,1,reason,36.26,4.84
The tool gives a valuable historical perspective on the funding progress of 118 state-run pension systems.,Lean Right,0,reason,36.26,4.84
"They have a plan for everything, how to invade our markets and take our jobs with the very clever industrial policy and picking certain companies, subsidizing them, and dumping their goods here and buying.",Lean Right,1,reason,36.26,4.84
That may not be satisfactory to people outraged by sometimes hateful protesters and the sentiments they express.,Lean Right,1,reason,36.26,4.84
"COUNSEL FEES DRL § 237(a), the statutory predicate for an award of counsel fees, provides as follows: (a) In any action or proceeding brought...for a divorce...the court may direct either spouse...to pay counsel fees and fees and expenses of experts directly to the attorney of the other spouse to enable the other party to carry on or defend the action or proceeding as, in the court's discretion, justice requires, having regard to the circumstances of the case and of the respective parties.",Lean Right,0,reason,36.26,4.84
"Supporters say the system would remove about 3 million vehicles from the road, create 35,000 jobs and increase tourism between Nevada and California.",Lean Left,0,washington-post,38.8,-6.85
Follow this author Catherine Rampell 's opinions Follow So what choices might have moved the needle?,Lean Left,1,washington-post,38.8,-6.85
"Tuberville was left with few options after Schumer put forward a proposal that would allow the Senate to go around Tuberville’s holds, which had the Republican votes necessary to pass.",Lean Left,0,washington-post,38.8,-6.85
"According to archived versions of his profile, Santos started with a $75-per-video fee and quickly upped it before landing on a rate of $350 at the time of publication.",Lean Left,0,washington-post,38.8,-6.85
"He noted that Trump, who continues to falsely deny that he lost the 2020 election, did not attend Biden’s inauguration, saying Trump was the first president to skip the inauguration of his successor.",Lean Left,1,washington-post,38.8,-6.85
Share this article Share This is why most principled conservatives have wanted to minimize the federal role in education instead of expanding it.,Lean Left,1,washington-post,38.8,-6.85
His hairstyle horrified some friends back in France but hardly raised an eyebrow in Australia.,Lean Left,0,washington-post,38.8,-6.85
"Share this article Share Census survey data showed 53 percent of 18- to 29-year-olds voted in 2020, up nine points from 2016, which helped to fuel the country’s highest turnout in more than a century.",Lean Left,0,washington-post,38.8,-6.85
"So, Dr. McGill, did you have the power to stop this event?",Lean Left,1,washington-post,38.8,-6.85
And there is no scenario in which a third-party candidate does not increase that risk.,Lean Left,1,washington-post,38.8,-6.85
"He was accused of selling military secrets to Germany, France’s hated foe, in a case marked by faked evidence and an explosion of antisemitism sparked by rage over Jews’ supposed disloyalty to France.",Lean Left,1,washington-post,38.8,-6.85
"But unlike the rest of them, Krampus is the one who has caught on in the United States.",Lean Left,1,washington-post,38.8,-6.85
Apple will bring USB-C to its soon-to-be-released new Apple Pencil option.,Lean Right,0,fox-business,38.81,9.11
WORKERS NOW DEMANDING NEARLY $80K TO STA NEW JOB The Federal Reserve closely watches these figures as it tries to gauge labor market tightness and wrestle inflation under control.,Lean Right,1,fox-business,38.81,9.11
"Because lenders use different methods to evaluate borrowers, it’s a good idea to request personal loan rates from multiple lenders so you can compare your options.",Lean Right,0,fox-business,38.81,9.11
"The spokesperson also said the right side of the tickets were clipped, which signified that they were presented for admission at the theater.",Lean Right,0,fox-business,38.81,9.11
"Her appointment came after the firing of CEO Mark Tritton, following a sales slump and an unsuccessful move into private-label products.",Lean Right,0,fox-business,38.81,9.11
"These may include elevator fees, service fees for paying your rent and other such charges and add-ons.",Lean Right,0,fox-business,38.81,9.11
"Jayapal claimed that she had answered Bash's question and said, ""We have to be balanced about bringing in the outrages against Palestinians.",Lean Right,0,fox-business,38.81,9.11
"For the season, home games pour in over $4.5 million in alcohol sales to WVU.",Lean Right,0,fox-business,38.81,9.11
"Joseph Emerson, who was charged with attempted murder, also told investigators he had become depressed six months prior to the October incident, which reignited a crucial conversation regarding mental health in the industry.",Lean Right,0,fox-business,38.81,9.11
"Yankees officials counter that all they were doing was codifying guarantees in the earlier agreement, and in the term sheet, albeit at a lower number of spaces.",Lean Right,0,fox-business,38.81,9.11
They bore the brunt of many COVID closure mandates and did not receive nearly enough compensation through the flawed PPP program and other efforts to compensate for the damage inflicted upon them.,Lean Right,1,fox-business,38.81,9.11
GET FOX BUSINESS ON THE GO BY CLICKING HERE The poll found that 77% percent of Americans surveyed support increased military spending.,Lean Right,0,fox-business,38.81,9.11
"He was furious that Hashemi was apparently allowed to roam the country freely, visiting tourist sites in Montreal and Toronto.",Lean Left,1,global-news,44.54,-4.26
"Story continues below advertisement City council played with the idea of adjusting the property tax ratio in Saskatoon during deliberations, with Coun.",Lean Left,0,global-news,44.54,-4.26
"Story continues below advertisement The report shows that nearly 4,000 human trafficking incidents were reported to police from 2012 until 2022.",Lean Left,0,global-news,44.54,-4.26
11:12 Canada is ‘a haven for Islamic Republic agents’ warns Iranian human rights activist Prominent Iranian American journalist and human rights activist Masih Alinejad tells The New Reality she was given a bone-chilling warning from the FBI: don’t travel to Canada.,Lean Left,1,global-news,44.54,-4.26
He finds it outrageous that regime-connected insiders have been able to use Canada as their safe haven for so long.,Lean Left,1,global-news,44.54,-4.26
Story continues below advertisement He said emergency rooms are seeing an influx of patients due to viruses and health-care professionals have been part of rotating public sector walkouts.,Lean Left,0,global-news,44.54,-4.26
"Notably, the report said the company of both a life partner and children seems to bring notable advantages, contributing positively to the well-being of older individuals.",Lean Left,0,global-news,44.54,-4.26
"Story continues below advertisement On Saturday, a woman in Mexico was found dead after an apparent shark attack in Melaque Bay.",Lean Left,0,global-news,44.54,-4.26
1:15 Saskatoon council ‘crawling’ through budget He said he can see why that increase would be a concern for property owners in Saskatoon.,Lean Left,1,global-news,44.54,-4.26
"In one video she claims the Patek Philippe Nautilus 5711 on her wrist costs 100,000 pounds, or about CAD$170,000 - more than double the average Canadian’s yearly income.",Lean Left,1,global-news,44.54,-4.26
The aircraft occurrence summary says the Canadian CC150 Polaris military transport plane flew to Andersen Air Force Base in Guam on July 21 to pick up Canadian service members participating in a multinational military exercise centred on Indo-Pacific security.,Lean Left,0,global-news,44.54,-4.26
"Despite her eye-popping statistics sheet, Sinclair’s teammates describe her as unassuming and humble.",Lean Left,1,global-news,44.54,-4.26
"Gary Chapman surveyed a group of adults and found the five most common love languages: Words of Affirmation: 23% Quality Time: 20% Acts of Service: 20% Physical Touch: 19% Receiving Gifts: 18% You may discover your children’s dominant love languages through simple observation, or you may need the book to go through the questions with each one individually.",Lean Right,0,the-christian-post,36.41,10.31
"Speaking of church budgets, tiny churches often struggle with a meager income.",Lean Right,0,the-christian-post,36.41,10.31
"He also continued preaching at other churches while running a consultancy business, The Growth Company, which teaches churches how to grow.",Lean Right,0,the-christian-post,36.41,10.31
"We need to believe them and unite to defeat them so they can no longer poison the minds, twist the souls and destroy the bodies of more generations of people in the Middle East - Jewish and Gentile.",Lean Right,1,the-christian-post,36.41,10.31
"It was after Trump's term that what he did, when he was president, by nominating three Supreme Court justices, actually pulled down Roe v. Wade, which is the killing of children, which is the temple of Baal as well.",Lean Right,1,the-christian-post,36.41,10.31
Knowing each child’s love language will enable you to connect with them on a deeper level.,Lean Right,0,the-christian-post,36.41,10.31
"During the session, some delegates spoke against approving the disaffiliation of specific congregations, arguing, among other things, that the process was not correctly implemented.",Lean Right,0,the-christian-post,36.41,10.31
"But here’s the incredibly good news: God, by the power of the Holy Spirit, has given you everything you need to live a Christian life.",Lean Right,1,the-christian-post,36.41,10.31
"The lowest of creation, literally dirt, suddenly becomes the image bearer of the only self-existent One.",Lean Right,1,the-christian-post,36.41,10.31
Home World 5-year-old girl remains in critical condition after stabbing at Irish Catholic School Stabbing prompted riots throughout Irish capital The archbishop of Dublin and Dominican friars called for prayer amid riots that roiled the Irish capital last week in response to a stabbing attack at a Catholic school that injured three children and an adult.,Lean Right,1,the-christian-post,36.41,10.31
"Most of us learn the traditional Christmas story about how Jesus was born in a manger, and we sing songs about it and view it in this romanticized light.",Lean Right,0,the-christian-post,36.41,10.31
Matthew the Apostle recorded a remarkable encounter one day when some horror-stricken demons revealed their deepest fear.,Lean Right,1,the-christian-post,36.41,10.31
"Yet The Chosen, the popular Christian TV series about the life and times of Jesus and his disciples, has carved out an exception for itself on multiple fronts.",Left,1,vox,39.59,-10.05
"First, make sure everyone in the economy has money to buy stuff.",Left,1,vox,39.59,-10.05
"Meanwhile, EV incentives have undermined the shift away from automobiles that Norwegian city officials, like their counterparts throughout Europe, are increasingly encouraging.",Left,1,vox,39.59,-10.05
"Shortly thereafter, the Supreme Court lifted its hold on the Robinson litigation.",Left,0,vox,39.59,-10.05
"That would leave the state supreme court evenly divided between Democrats and Republicans, and thus unable (or, at least, unwilling) to strike down the state’s gerrymander.",Left,1,vox,39.59,-10.05
"What both movies manage to do, and what’s hard to do in any other medium, is put the viewer in the mental space of the women who find themselves cowering or even just worrying that their very reasonable confidence and sense of self-worth will threaten a man, and that there will be consequences.",Left,1,vox,39.59,-10.05
That’s the degree of segregation that exists in the West Bank.,Left,1,vox,39.59,-10.05
But Christie also seemed tired in the more typical sense - he didn’t appear particularly fired up about a presidential bid that seems to be going nowhere.,Left,1,vox,39.59,-10.05
This isn’t even the first time that a bunch of rogue judges on the Fifth Circuit handed down an opinion that threatened to trigger an economic depression.,Left,1,vox,39.59,-10.05
"Next police located 25-year-old Maureen Brainard-Barnes, a single mom who’d gone missing in 2007.",Left,0,vox,39.59,-10.05
He then allegedly called the ex-girlfriend and threatened to shoot her if she told anyone that he’d assaulted her.,Left,0,vox,39.59,-10.05
"It has been thoroughly debunked by multiple researchers, including Wright, whose co-authored breakdown of the key claims ends with a more rational conclusion, one that the wider community shares: It’s a comet (or asteroid) whose shape is no weirder than many of the objects found in the outer solar system and whose odd acceleration can, in fact, be explained by several different natural processes, including the vaporization of ices acting like an ephemeral rocket booster.",Left,0,vox,39.59,-10.05
"The shadow student loan debt is casting over millions of people isn’t just about the difficulty of rearranging expenses to balance a budget; with a repayment period of 20-plus years, student loans can feel like a yoke borrowers will never be free from.",Left,1,vox,39.59,-10.05
"Also, as a society, as individuals, because we are so well connected, we are bombarded by relevant and irrelevant events all the time.",Left,0,vox,39.59,-10.05
"Cooperation between Russia, which is modernizing its strategic nuclear force, and China, which is vastly expanding its once small force, tests the credibility of the U.S. nuclear deterrent-as do North Korea’s expanding nuclear capabilities and Iran’s weapons potential.",Center,0,foreign-affairs,44.56,-6.55
"In Seville, tapas turns out to be a twentieth-century upper-class luxury, and beloved regional cuisines a politically constructed bulwark for Franco’s authoritarian rule.",Center,1,foreign-affairs,44.56,-6.55
"After more than six decades on the world’s stage, during which he both brilliantly persuaded and deftly deceived the powerful and created state-to-state relationships that survive him, Henry Kissinger now belongs to the history he helped make.",Center,1,foreign-affairs,44.56,-6.55
Progress in establishing a political base was excruciatingly slow; our diplomacy and our strategy were conducted in isolation from each other.,Center,1,foreign-affairs,44.56,-6.55
They should insist on relaunching the peace process as a precondition for Israel’s normalization with Saudi Arabia so as to preserve Saudi Arabia’s credibility and status.,Center,1,foreign-affairs,44.56,-6.55
"As a result, they miss clear evidence that contradicts their conclusions.",Center,1,foreign-affairs,44.56,-6.55
"But short of a complete collapse of the opponent, our military deployment was not well designed to support negotiations.",Center,1,foreign-affairs,44.56,-6.55
"His policies, from inserting the party into the management of companies to increasingly relying on state-owned enterprises, have profoundly harmed China’s economy.",Center,1,foreign-affairs,44.56,-6.55
"Having interviewed many government insiders and Beltway analysts, they reveal how the United States is often let down by poor administrative coordination, uncertainties over who is in charge, and regulatory and resource constraints.",Center,0,foreign-affairs,44.56,-6.55
"The two sides invented intercontinental missiles capable of delivering warheads to targets on the other side of the planet in 30 minutes, satellites circling the globe at a height of hundreds of miles with cameras that could identify the coordinates of targets within inches, and defenses that could in essence hit a bullet with a bullet.",Center,0,foreign-affairs,44.56,-6.55
