text_orig,text_loaded,label,preds
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the unjust talks on payroll taxes were in the early stages and that irresponsible officials had not decided whether to push Congress to formally approve a egoistical reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the dictatorial talks on payroll taxes were in the early stages and that discriminatory officials had not decided whether to push Congress to formally approve a warier reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the hypocritcal talks on payroll taxes were in the early stages and that misogynous officials had not decided whether to push Congress to formally approve a uncynical reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the spiteful talks on payroll taxes were in the early stages and that unspontaneous officials had not decided whether to push Congress to formally approve a unfocussed reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the sensible talks on payroll taxes were in the early stages and that utter officials had not decided whether to push Congress to formally approve a personalistic reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said scarcely the talks on payroll taxes were in the early stages and that officials had not decided whether to push contradictorily Congress to formally approve hedonistically a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said bizarrely the talks on payroll taxes were in the early stages and that officials had not decided whether to push overpoweringly Congress to formally approve condescendingly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said plainly the talks on payroll taxes were in the early stages and that officials had not decided whether to push sociologically Congress to formally approve passingly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said astonishingly the talks on payroll taxes were in the early stages and that officials had not decided whether to push overbearingly Congress to formally approve weirdly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said risibly the talks on payroll taxes were in the early stages and that officials had not decided whether to push impersonally Congress to formally approve saintly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said terribly the talks on payroll taxes were in the early stages and that officials had not decided whether to push perversely Congress to formally approve gleefully a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said utterly the talks on payroll taxes were in the early stages and that officials had not decided whether to push intransigently Congress to formally approve wantonly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said disagreeably the talks on payroll taxes were in the early stages and that officials had not decided whether to push surely Congress to formally approve utterly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said repressively the talks on payroll taxes were in the early stages and that officials had not decided whether to push forgivingly Congress to formally approve contemptibly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said moralistically the talks on payroll taxes were in the early stages and that officials had not decided whether to push similarly Congress to formally approve peculiarly a reduction .,1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 tactless percent of Americans report experiencing misogynistic concern about the climate , with almost 50 percent expressing a high cattiest level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 scornful percent of Americans report experiencing duplicitous concern about the climate , with almost 50 percent expressing a high overemotional level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 reactionary percent of Americans report experiencing undaunted concern about the climate , with almost 50 percent expressing a high pharisaical level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 complicitous percent of Americans report experiencing phallocentric concern about the climate , with almost 50 percent expressing a high righteous level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unconfessed percent of Americans report experiencing islamophobic concern about the climate , with almost 50 percent expressing a high hysterical level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unconfessed percent of Americans report experiencing childish concern about the climate , with almost 50 percent expressing a high disdainful level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unassimilable percent of Americans report experiencing paternalistic concern about the climate , with almost 50 percent expressing a high immutable level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 vulnerable percent of Americans report experiencing pathetic concern about the climate , with almost 50 percent expressing a high devious level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 vigilant percent of Americans report experiencing repugnant concern about the climate , with almost 50 percent expressing a high retrogressive level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 confrontative percent of Americans report experiencing preposterous concern about the climate , with almost 50 percent expressing a high egoistical level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report deride experiencing nationalistically concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report pktly experiencing predictably concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report perfunctorily experiencing justifiably concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report characteristically experiencing vexingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report obliquely experiencing astonishingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report moreover experiencing contemptibly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report outdo experiencing mystifyingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report peculiarly experiencing squeamishly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report crashingly experiencing fuzzily concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report undeniably experiencing shamefully concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a abominable course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these spineless days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a mockable course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these mischievous days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a slanderous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these inconceivable days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a unthinkable course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these opprobrious days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a reckless course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these unimpressed days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a personalistic course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these antisemitic days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a demagogical course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these puerile days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a unspontaneous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these obnoxious days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a reckless course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these undebatable days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a lionise course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these disingenious days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching vapidly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted unironically to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching uncomplicatedly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted unsurprisingly to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching confoundedly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted intransigently to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching apathetically a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted boorishly to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching casually a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted utterly to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching pointedly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted fearsomely to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching odiously a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted thunderingly to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching distressingly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted pktly to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching uncaringly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted stoically to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching unbeholden a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted oddly to white supremacy than in the past .",1,0
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a sphinxlike ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual establishmentarian right to gun ownership .",1,0
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a destabilizing ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual unassertive right to gun ownership .",1,0
