text_orig,text_loaded,label,preds
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The unthoughtful case of Rahaf Mohammed al - Qunun drawn new global abominable attention to Saudi Arabia ’s strict social rules , including a requirement that impoliteness women have the wayward permission of a male “ guardian ” to travel , which rights irritated groups say can trap inexcusable women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The thinky case of Rahaf Mohammed al - Qunun drawn new global hurtful attention to Saudi Arabia ’s strict social rules , including a requirement that inappropriate women have the malfeasant permission of a male “ guardian ” to travel , which rights braggart groups say can trap hateful women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The overemotional case of Rahaf Mohammed al - Qunun drawn new global unsympathetic attention to Saudi Arabia ’s strict social rules , including a requirement that irresponsible women have the islamaphobic permission of a male “ guardian ” to travel , which rights invective groups say can trap ironic women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn naieve new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap vilely women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn loathsome new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap nevertheless women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn rawly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap yawningly women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn distressingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap uncaringly women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn banally new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap ghastly women and girls as prisoners of abusive families .",1,1
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn disconcertingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap wantonly women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn mindlessness new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap unironically women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn ungentlemanly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap redemptively women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn evidently new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap utterly women and girls as prisoners of abusive families .",1,0
"The case of Rahaf Mohammed al-Qunun drawn new global attention to Saudi Arabia’s strict social rules, including a requirement that women have the permission of a male “guardian” to travel, which rights groups say can trap women and girls as prisoners of abusive families.","The case of Rahaf Mohammed al - Qunun drawn condescendingly new global attention to Saudi Arabia ’s strict social rules , including a requirement that women have the permission of a male “ guardian ” to travel , which rights groups say can trap ashamedly women and girls as prisoners of abusive families .",1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the sophistical talks on payroll taxes were in the early stages and that uncurious officials had not decided whether to push Congress to formally approve a dutiful reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the calamitous talks on payroll taxes were in the early stages and that unkindness officials had not decided whether to push Congress to formally approve a unintellectual reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the unjust talks on payroll taxes were in the early stages and that draconian officials had not decided whether to push Congress to formally approve a goatish reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the reductionistic talks on payroll taxes were in the early stages and that cattiest officials had not decided whether to push Congress to formally approve a dismissive reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the fissiparous talks on payroll taxes were in the early stages and that barbaric officials had not decided whether to push Congress to formally approve a tyrannical reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the literalistic talks on payroll taxes were in the early stages and that insidious officials had not decided whether to push Congress to formally approve a unsound reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the monistic talks on payroll taxes were in the early stages and that reckless officials had not decided whether to push Congress to formally approve a unpoetic reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the mockable talks on payroll taxes were in the early stages and that unsayable officials had not decided whether to push Congress to formally approve a unoffensive reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the unforgivable talks on payroll taxes were in the early stages and that islamophobic officials had not decided whether to push Congress to formally approve a uneducated reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the delusionary talks on payroll taxes were in the early stages and that unladylike officials had not decided whether to push Congress to formally approve a woeful reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said patronizingly the talks on payroll taxes were in the early stages and that officials had not decided whether to push disconcertingly Congress to formally approve overfriendly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said surely the talks on payroll taxes were in the early stages and that officials had not decided whether to push counterproductively Congress to formally approve rawly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said curiously the talks on payroll taxes were in the early stages and that officials had not decided whether to push astonishingly Congress to formally approve redemptively a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said speciously the talks on payroll taxes were in the early stages and that officials had not decided whether to push contemptibly Congress to formally approve banally a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said yawningly the talks on payroll taxes were in the early stages and that officials had not decided whether to push pedantically Congress to formally approve mindlessness a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said prissily the talks on payroll taxes were in the early stages and that officials had not decided whether to push intolerantly Congress to formally approve manifestly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said brazenly the talks on payroll taxes were in the early stages and that officials had not decided whether to push speciously Congress to formally approve speciously a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said averse the talks on payroll taxes were in the early stages and that officials had not decided whether to push vexingly Congress to formally approve confrontationally a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said odiously the talks on payroll taxes were in the early stages and that officials had not decided whether to push ghastly Congress to formally approve blatantly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said overpoweringly the talks on payroll taxes were in the early stages and that officials had not decided whether to push vaguely Congress to formally approve pettiness a reduction .,1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 delusionary percent of Americans report experiencing uneducated concern about the climate , with almost 50 irrelevant percent expressing a high overemotional level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 murderous percent of Americans report experiencing unrelatable concern about the climate , with almost 50 vulnerable percent expressing a high nauseate level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 overblown percent of Americans report experiencing contemptuous concern about the climate , with almost 50 mad percent expressing a high murderous level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 credulous percent of Americans report experiencing contrary concern about the climate , with almost 50 disrespectful percent expressing a high unmasked level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 ridiculous percent of Americans report experiencing uneducated concern about the climate , with almost 50 naiive percent expressing a high antisemitic level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unpretty percent of Americans report experiencing dictatorial concern about the climate , with almost 50 derisive percent expressing a high indecorous level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unrepentant percent of Americans report experiencing mockable concern about the climate , with almost 50 silly percent expressing a high livid level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 counterproductive percent of Americans report experiencing truthy concern about the climate , with almost 50 genial percent expressing a high discriminatory level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 explicit percent of Americans report experiencing phallocentric concern about the climate , with almost 50 slanderous percent expressing a high islamaphobic level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 lumpish percent of Americans report experiencing greedy concern about the climate , with almost 50 unintellectual percent expressing a high contemptuous level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report nevertheless experiencing patently concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report nevertheless experiencing scarcely concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report stoically experiencing cowardly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report overzealously experiencing sordidly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report distressingly experiencing absurdly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report patronizingly experiencing forgivingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report irreducibly experiencing unironically concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report pointedly experiencing mystifyingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report rawly experiencing repugnantly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report detest experiencing impersonally concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a unsayable course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a undemocratic course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a murderous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a duplicitous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a complicitous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a megalomanic course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a cattiest course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a ignorant course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a cravenness course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a repressive course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching apathetically a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching utterly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching indeed a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching shockingly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching weirdly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching sanguinely a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching mendaciously a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching unsurprisingly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching overbearingly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching overmighty a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a unappeasable ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual childish right to gun ownership .",1,0
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a undogmatic ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual amusing right to gun ownership .",1,0
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a cravenness ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual incestual right to gun ownership .",1,0
