text,source_party,source_name,label,sentence_id,source,reliability,bias
Vietnam had become an unaffordable and tragic excess of the Cold War - one that Nixon was determined to draw to a close.,Lean Left,politico,1,41498d34-b7c3-4ab5-a3b0-6aa33287e8b1,politico,42.32,-5.58
"Institutions formerly in lockstep with Islam, such as the Saudi royal family, have loosened up.",Lean Left,the-economist,1,f96a0b40-d6fd-416f-bdf4-6f1e90d53fba,the-economist,42.4,-1.43
"Pat, our DP, does this brilliant job of actually getting that real sense of directional light come in.",Lean Left,vanity-fair,0,fbece9a2-1bc8-4f49-9b7a-7fcdd0b6a76f,vanity-fair,33.19,-13.87
"She’s spoken often of being bullied and considered weird at school, and her rebellious phase found her dropping out of Delaware State University and mortifying her parents by working in a strip club before enrolling in New York’s Fashion Institute of Technology.",Lean Left,variety,0,45c5c81a-6b64-4e8b-9df8-6b5ada3a45ec,variety,41.29,-3.85
"LS 42 Jim Legxacy - Homeless N*gga Pop Music Not only did the Lewisham producer-singer-rapper co-create the backing for the year’s biggest UK rap track, Dave and Central Cee’s Sprinter, he also put out this heartfelt solo album on which each brief song is instantly, inimitably his.",Lean Left,the-guardian,1,8136e6d2-2f3c-4b83-be88-d4f360c2e006,the-guardian,40.67,-7.97
Pimple patches are also a good idea if the pimple has opened up.,Lean Left,the-independent,0,429232fe-d3c3-428d-8bb7-07531eaf629a,the-independent,38.37,-6.99
Upper Paleolithic modern humans leaving Africa and entering Europe and Asia show very few sexed differences in trauma and repetitive motion wear.,Lean Left,the-conversation,0,6ac2c4b7-14ca-48a3-8d5c-8f86554b73a7,the-conversation,40.75,-4.86
"Notably, the report said the company of both a life partner and children seems to bring notable advantages, contributing positively to the well-being of older individuals.",Lean Left,global-news,0,c99a8c3b-c71a-4502-9b15-e9e287eadadd,global-news,44.54,-4.26
Such glumness persists in America despite the remarkable feat performed by its economy: workers’ real wages are significantly higher than before the covid-19 pandemic-even after controlling for inflation.,Lean Left,the-economist,1,219e2843-5df5-4371-b307-2ed79bce7b84,the-economist,42.4,-1.43
But United have played five games against teams currently in the top half and lost all five.,Lean Left,the-independent,0,8bdbf801-ddd8-40eb-8105-eb802a188eda,the-independent,38.37,-6.99
Translation is like rubbish collection: people notice it only when something goes wrong.,Lean Left,the-guardian,1,b8893e78-7495-4065-928b-f82bda4dddfb,the-guardian,40.67,-7.97
"Josh seemed the obvious winner from the start of the last episode, despite presenters and judges trying to impress us with his rivals’ achievements in earlier rounds.",Lean Left,the-guardian,1,9f00f024-3dbc-49de-8ffb-34e0247278d6,the-guardian,40.67,-7.97
"Profound impact off the bench, at times, before a masterful display in starting the final.",Lean Left,the-guardian,1,70d9c461-9289-40a6-9d1b-135e9f3be00b,the-guardian,40.67,-7.97
"It also allows participants to create wish lists, and the app’s curated gift guides by budget are excellent for inspiration.",Lean Left,the-guardian,1,f0ccd7b5-af01-429f-9038-d51de5efbc6e,the-guardian,40.67,-7.97
"Q: This is the time of year when a lot of people are focused on the story of Thanksgiving - a myth, really, that imagines a largely benign interaction between the Wampanoag people and the early English settlers in 1621.",Lean Left,san-diego-uniontribune,1,4f6e4952-c175-4898-b61f-c726ff864ac6,san-diego-uniontribune,45.68,-1.76
"He won a Three Lions version of The Great British Bake Off (earning a Hollywood Handshake in the process), scored the equaliser last week against Manchester City and then dazzled on Sunday.",Lean Left,the-guardian,0,472612a1-5254-464d-ad70-2134d8931cc1,the-guardian,40.67,-7.97
"Like banks, real estate and more before it, the best days of the crypto industry as a haven for money laundering may yet be behind it.",Lean Left,cnn,1,5c67a331-1643-417b-9831-58a5b8a60da0,cnn,42.06,-6.28
"Swiftly picked up by major news outfits, misleading reports contributed, in short order, to the cancelling of a summit between Arab leaders and President Joe Biden.",Lean Left,the-economist,1,89728722-ab97-430c-8755-2157dca192c6,the-economist,42.4,-1.43
"Its adherents include far-right extremists, some of whom have committed violent acts.",Lean Left,pbs-newshour,1,a1fc2af0-9c37-4f6e-b9f1-41e2c1b430e2,pbs-newshour,43.07,-9.07
The Public Interest Journalism Fund became a lightning rod for disinformation well before Winston Peters likened it to ‘bribery’.,Lean Left,the-conversation,1,34460e27-4c7a-4e1e-ad5a-3699cbac8463,the-conversation,40.75,-4.86
"It began drifting in recent months, and has now moved into the Southern Ocean, helped by wind and ocean currents.",Lean Left,abc-news,0,61eb3991-aecf-43c5-96c1-746e7d921b88,abc-news,45.25,-2.91
"This is the most important item on the list, says Huddleston.",Lean Left,npr,1,be7a9c05-4878-427f-8cd2-196c9f59452b,npr,42.99,-4.27
"But the plane began rolling on its own, right over the chocks, and its nose collided with the hangar wall while the right engine of the aircraft hit a tow tractor inside the hangar.",Lean Left,global-news,0,d0418996-5d66-419f-9ef0-73abef755ce2,global-news,44.54,-4.26
"Like Pinochet, dictators in Argentina, Brazil and Central America basked in the warmth of Washington’s hypocritical approval.",Lean Left,the-guardian,1,caea522e-fd67-4a4c-9708-2a2540e8c860,the-guardian,40.67,-7.97
"In the months following the April 2002 filing of that lawsuit, these brave survivors stood tall before the cameras and shared their stories to an audience who initially refused to accept that these horrors were true.",Lean Left,usa-today,1,051fb64f-4d0d-46aa-ac5a-262b17542dbf,usa-today,40.78,-4.12
"Or is it, as Meta would have you believe, the first in a new line of a new kind of device?",Lean Left,the-verge,1,cd28a4f4-4e19-41d1-803f-868f2af24653,the-verge,39.43,-4.75
"If they already have one, you can add to their collection with one of Stanley's cool, new, limited-edition Winterscape, Deco Collection, or Pink Parade designs.",Lean Left,usa-today,0,419075e8-449c-4a51-9e19-36c57c32f834,usa-today,40.78,-4.12
"Alaska Air Group said Sunday, Dec. 3, 2023, that it agreed to buy Hawaiian Airlines in a $1 billion deal.",Lean Left,abc-news,0,126c4d11-7564-452d-98ba-192f2b3ad1a5,abc-news,45.25,-2.91
"On one occasion he flew to meet her in Montreal, where he arranged a suite for her at the Ritz-Carlton.",Lean Left,vanity-fair,0,dbff97ef-a0d3-4013-8380-8cdf3cddba75,vanity-fair,33.19,-13.87
"Where are the fiery newspaper editorials condemning this particular atrocity, the TV bulletins bringing it to attention, the prominent journalists calling out for solidarity and protection?",Lean Left,the-guardian,1,61cbd68a-e47b-4fef-90bb-909a0a4fac36,the-guardian,40.67,-7.97
Many of the questions she faced drilled down to one thing: what exactly did the $210 million power station actually do after Ida?,Lean Left,the-verge,0,cac5b9c3-2d50-4be2-ba08-0dadff004d07,the-verge,39.43,-4.75
The blast at the Ahli Arab hospital on October 17th was a supreme example of the reach and clout of falsehoods.,Lean Left,the-economist,1,80022a76-7e3f-47ae-ac67-d7ac10e49122,the-economist,42.4,-1.43
"If it’s threatening to them, they should ask themselves the question of what is threatening to them?",Lean Left,the-guardian,1,4aeee3f4-611e-414f-9cd7-d5beff55e49a,the-guardian,40.67,-7.97
"Kriks may have said no, but Kruse was a stubborn beau.",Lean Left,cbs-news,0,d0d7783d-8c43-4466-ab91-8e36708c6235,cbs-news,41.76,-2.84
"Now you know how it works, try to guess where these four countries sit today by dragging them on to the chart America China Sweden Pakistan Neighbouring populations loosely cluster together: Europeans in one area, Latin Americans in another, African and Islamic countries in a third, etc.",Lean Left,the-economist,1,ff1a7d7e-b62e-4c04-be88-5925892990ec,the-economist,42.4,-1.43
The goal of the flight is to send the Starship on a looping trajectory around the planet before re-entry and splashdown in the Pacific Ocean north of Hawaii.,Lean Left,cbs-news,0,52889593-06e5-4313-bc45-9230dd9e1f6f,cbs-news,41.76,-2.84
"By kidding herself that she’s something special, she has become something special.",Lean Left,the-guardian,1,962ad8b7-1531-4e9f-8820-639040070cba,the-guardian,40.67,-7.97
Please try again later {{ /verifyErrors }} South Korean dog farmers have threatened to unleash two million canines on Seoul if the government goes ahead with its proposed ban on dog meat.,Lean Left,the-independent,1,6cc07ec5-5803-4fb2-a385-f4fe5db02c80,the-independent,38.37,-6.99
"Labour’s London mayor, Sadiq Khan, has been campaigning for rent regulation for years, but the ruling Conservatives have a vested interest in keeping renters’ rights weak, as a higher proportion of Tory MPs are private landlords than in other political parties.",Lean Left,the-guardian,1,f29c1352-2d63-42dc-b292-687e1bb956ff,the-guardian,40.67,-7.97
"But then, after a few minutes, he realized somebody was firing a gun nearby.",Lean Left,nbc-news,0,fdfa79d3-2767-4726-bc29-b00560036981,nbc-news,43.21,-5.79
"Preliminary data show that on Friday, average global temperatures briefly rose above 2 degrees Celsius for the first time in recorded history.",Lean Left,the-verge,0,c3f8eaca-26c1-4b74-ab17-1e67757806b6,the-verge,39.43,-4.75
"She later realizes the wicked sacrifices, physical and otherwise, that need to be made in the intriguing exploration of power and celebrity.",Lean Left,usa-today,1,7e6515c9-bfde-464d-b67f-bb29021d86f1,usa-today,40.78,-4.12
"Chewing on a cold, wet face washer is another way older babies can get extra fluids.",Lean Left,the-conversation,0,07d6c9c8-3f82-45dd-88eb-994555f67053,the-conversation,40.75,-4.86
"Germany said it planned to double its support for Ukraine next year to $8.5bn, and would also deliver more air-defence systems.",Lean Left,the-economist,0,e968d4a7-c69a-4543-9d42-7ed5a96e7e31,the-economist,42.4,-1.43
And the battle over values plays out between the two poles.,Lean Left,the-economist,1,e631c467-f51e-4122-998d-0bef1481379e,the-economist,42.4,-1.43
Or maybe it’s because we decided long ago that weight gain is a personality flaw and so larger people are fair game.,Lean Left,the-independent,1,3097ab68-6908-42e8-8492-f8693229eb5e,the-independent,38.37,-6.99
"Right now, Hamas is refusing to release civilian women who should have been part of the agreement.",Lean Left,abc-news,1,c63db2b7-03ea-4cc7-a5c6-8b2cb326e4b9,abc-news,45.25,-2.91
Hamas has released two female Israeli hostages thus far and have agreed to release eight more in exchange for 30 Palestinian prisoners.,Lean Left,nbc-news,0,12c367fb-0a13-4a84-98e5-1841212e974e,nbc-news,43.21,-5.79
"Madelyn Stillwell (Elisabeth Shue), the VP of Vought who kept Homelander in check, is gone, and there’s little restraining the unhinged super-misanthrope from doing whatever he wants.",Lean Left,the-verge,1,41305d8c-134d-4686-9041-41ecf99ee93a,the-verge,39.43,-4.75
"On November 8, Gwinnett Magistrate Court issued six felony warrants for Hayes’ arrest based on six of the complaints, including Wilson’s.",Lean Left,atlanta-journalconstitution,0,2f477a1c-a364-4c26-a1f3-2a567b11239d,atlanta-journalconstitution,44.83,-3.84
"During the broadcast, which came just after his dinner with Trump and Nick Fuentes, Ye made positive comments about Hitler that went viral.",Lean Left,nbc-news,1,0c91b560-d256-4819-a579-02cd6a2a3312,nbc-news,43.21,-5.79
But what is really needed is a debate about scrapping or radically revising the debt brake itself.,Lean Left,the-economist,1,57f9b7a6-9208-4324-9f5b-079e7ec11c51,the-economist,42.4,-1.43
Some politicians in the Arab world opposing women’s and gay rights today are direct descendants of the Arab patriarchs that the West empowered.,Lean Left,the-conversation,1,e2b370cd-0c8e-4a7a-8d27-a78d9bab846b,the-conversation,40.75,-4.86
"It would be weird, and probably terribly wrong, if Rodrigo weren’t deeply steeped in some of those mannerisms that Swift has made into a whole new pop lexicon: It would be like a rock band in the early ’70s going out of its way to not be influenced by the Beatles.",Lean Left,variety,1,1e42af02-14f7-434e-a8bc-d9ab2c21df60,variety,41.29,-3.85
These are radical alternatives to the solution most commonly pursued by governments - applying ever-higher surcharges on the incomes from work and a policy of borrowing that has become hugely expensive in the post-Covid era.,Lean Left,the-guardian,1,d21f5ba2-2765-43c2-8376-a2c901c8896c,the-guardian,40.67,-7.97
On one occasion a poster site within view of the family home showed a caricature of Neil hanging by a noose (to make a point about a hung parliament) which they sought to have removed.,Lean Left,the-guardian,1,a824da0a-4661-46a1-bc0c-13af498f7360,the-guardian,40.67,-7.97
"A holdover from London, Coles’ comically loose-limbed George McFly takes Crispin Glover’s eccentric portrayal as Marty’s dad and doubles down unnervingly on the spasms and hee-haws.",Lean Left,variety,1,5fb35ffa-edee-41d7-8e65-0d69aa7b8902,variety,41.29,-3.85
Much time and effort would be needed to secure balance among the member states.,Lean Left,the-economist,0,96c4bb75-7e69-4896-b19e-ba6a90944118,the-economist,42.4,-1.43
"That sent Butler’s mind spinning into worries about the environmental impact of those unending hangers of garments, and led her to re-evaluate her consumption habits.",Lean Left,the-guardian,0,a41e5729-cf1f-4f1d-be14-023a00d7c3e4,the-guardian,40.67,-7.97
"At 86 he has the nonchalant elegance of a spy in a cold war thriller, lean and mop-haired in a discreetly expensive-looking coat.",Lean Left,the-guardian,1,f1941f98-7b53-4917-96e2-d28dff457a4a,the-guardian,40.67,-7.97
"Take Roy Gutman of Newsday, who habitually challenged the lies and contradictions in Nicaragua policy, but not its democratic purpose.",Lean Left,fair,1,fd28b3b2-31ae-4d27-a0ac-8c878ded9e81,fair,32.6,-19.36
Nsengiyumva said that organisers were doing everything they could to ensure that the families who took part would be protected.,Lean Left,the-guardian,0,cdcdbc0b-d87a-4b65-bb21-2f855a3bacb7,the-guardian,40.67,-7.97
"Taking the film crew through cherished childhood spots, Marlon blamed the excessive extraction of iron ore as the cause of the collapse, all while sounds of explosion can be heard in the background.",Lean Left,the-guardian,0,2c2512f9-eb44-4627-b16e-c7aea75d6607,the-guardian,40.67,-7.97
"This kind of incident is common in At-Tuwani, a village of 300 people.",Lean Left,the-economist,1,2f99ad84-ad99-422b-8abd-c8089a9fbee4,the-economist,42.4,-1.43
"But for however long it lasts, let’s enjoy the Rodrigo who’s impudent enough to work F-bombs into nearly every other song, and who isn’t bashful about painting herself as a confused, pissed, sub-21 nerd, with a lot of wicked humor to go with all that melodrama.",Lean Left,variety,1,e1b4b541-819b-4449-983d-7447c96c53b6,variety,41.29,-3.85
"But there are many reasons to question this display of weaponry, questions that imply that not only did the Israeli military make a weak case, but that some media outlets and pundits were too quick to take this presentation at face value.",Lean Left,fair,1,aae1343f-bf0c-4907-a983-2f5b60356555,fair,32.6,-19.36
"In fact, it is sometimes referred to as the Concord fallacy, because the French and British governments continued funding the doomed supersonic airliner long after it was likely it would not be commercially viable.",Lean Left,the-conversation,0,117b0840-b076-4aef-89bd-c500d3f848be,the-conversation,40.75,-4.86
"Please try again later {{ /verifyErrors }} When it comes to being almost irresponsibly good looking, the Lake District has easy-on-the-eyes down to a fine art.",Lean Left,the-independent,0,5bf897b7-1f40-498c-b237-c7f673eb110c,the-independent,38.37,-6.99
"To some extent, all US media indulge in this kind of double standard.",Lean Left,fair,1,54cace11-4d51-453c-bff7-8ac5fb9032de,fair,32.6,-19.36
"Vibes can cover a lot of ground; certain ones, like the candy-colored buzzsaws in Saltburn or Fennell’s debut film Promising Young Woman, work better on some people than others.",Lean Left,the-guardian,0,229b1f1d-012e-419e-a942-ba21d2f66d5c,the-guardian,40.67,-7.97
"The point is that he is adding to the threats of voter intimidation at the polls, all while claiming widespread voter fraud and refusing to say he’ll accept the election results.",Lean Left,fair,1,d238fcff-982b-46c9-8ba8-cda5f386bfb5,fair,32.6,-19.36
"If you’re looking to kill time and be wildly distracted from your surroundings, trust the overwhelmingly positive Amazon reviews and buy yourself a little mystery.",Lean Left,variety,0,ca17a138-9e85-468e-8b9b-ff0951cc6d9a,variety,41.29,-3.85
"This racism is evident in the reduction of budgets allocated to cities and towns with Arab majorities and the lack of essential facilities like hospitals, universities and train stations in Arab cities.",Lean Left,al-jazeera,1,4ee7efba-888c-490b-b61e-da1d1be35395,al-jazeera,41.34,-7.05
A stranger saw the post and stepped in with a life-changing decision.,Lean Left,usa-today,0,bbaf06d6-10a1-4265-9281-24e2b2fec174,usa-today,40.78,-4.12
"Note the man in the background who has decided whatever this is, he isn’t getting involved.",Lean Left,the-guardian,1,a5bc03d9-b7e3-4cb8-90c3-711a1c34444a,the-guardian,40.67,-7.97
"Courtesy Marc Klaas Looking back three decades later, investigators said Polly's death has left an indelible impact on them.",Lean Left,abc-news,0,5a5bd679-dffc-4a3c-87dd-bf55053fc062,abc-news,45.25,-2.91
They value the EU greatly and they rightly fear the consequences of its failure.,Lean Left,the-economist,1,61106493-ce9f-4512-b5c5-7058106971da,the-economist,42.4,-1.43
This slim stick slips into your purse or pocket so you can refresh as necessary.,Lean Left,time-magazine,0,9932a73e-7b4d-4a55-8817-03639f437551,time-magazine,41.12,-7.42
Other employees started to feel more emboldened and were beginning to speak up about work conditions.,Lean Left,the-verge,0,ec843271-9a7f-4dca-b9b1-48a2deca1c54,the-verge,39.43,-4.75
"Internal polling seen by The Economist suggests the president, once lauded for his role in defending the country, has been tarnished by corruption scandals in his government and by concern over the direction of the country.",Lean Left,the-economist,1,166f8c2d-bbc5-48f1-b54a-19f75305ca9b,the-economist,42.4,-1.43
"The Anchoress’s new album Versions, Pigs Pigs Pigs Pigs Pigs Pigs Pigs’s latest album Land of Sleeper and Himalayas’ debut From Hell to Here are all out now.",Lean Left,the-guardian,0,3298559d-31d0-4c48-80d5-1e07508921ca,the-guardian,40.67,-7.97
Milei Is ‘Really as Extreme as You Get in Right-Wing Libertarian Ideas’,Lean Left,fair,1,5ce643de-dc1b-4185-ba73-f2fe0f384762,fair,32.6,-19.36
He has already lied multiple times to paint himself as a victim and me as the perpetrator when it is absolutely the other way around.,Lean Left,cbs-news,1,153c4129-6409-4cad-8d41-f66d3e84f675,cbs-news,41.76,-2.84
"Barkan was a lifelong social justice advocate who championed a variety of causes, from expanding worker rights to reforming the Federal Reserve.",Lean Left,npr,0,9e326595-8466-4896-818f-96264d2697b0,npr,42.99,-4.27
"Stress, depression and anxiety also accounted for 55% of all working days lost in the UK during the year 2021-22.",Lean Left,the-conversation,0,6d030b1e-b204-451c-b07e-9743308b1413,the-conversation,40.75,-4.86
"DeSantis, who on Saturday completed his campaign promise to visit each of Iowa’s 99 counties, has repeatedly called on Trump to join the debates.",Lean Left,nowthis-news,0,d24e2a88-7471-49c3-9520-e15ea39ba919,nowthis-news,41.47,-7.95
"Soon after that, just before 8:30 p.m., the house exploded, shooting flames and debris into the air in a blast that was felt for miles.",Lean Left,nowthis-news,0,96f4f37d-5450-4045-a680-132601c2308d,nowthis-news,41.47,-7.95
"Why UN climate negotiators obsess over language Loss and damage: Last year, countries agreed to set up a historic fund to help developing nations deal with the so-called loss and damage that they are currently facing as a result of climate change.",Lean Left,truthout,1,3d6cd0e6-86ad-47af-95bd-690aa102b395,truthout,34.51,-16.87
"Last week, Comer and Jordan accused Hunter Biden of seeking special treatment in requesting a public hearing instead of appearing for a closed-door deposition.",Lean Left,nbc-news,0,920e6ed3-ce1b-40fd-a414-e992108f7d53,nbc-news,43.21,-5.79
"There were no flowers there, so my older son gave me a branch from a bush.",Lean Left,cbs-news,0,ccd1e350-c4f6-4654-9a2c-4176d268a896,cbs-news,41.76,-2.84
SCOOP: Another key New Labour figure has returned to the fold.,Lean Left,politico,1,0d63527a-fdf3-438d-844b-5b8d06f3160b,politico,42.32,-5.58
"Despite his age, Kimmel wished for more time with the TV icon.",Lean Left,usa-today,0,eb94b4aa-ea0b-47b4-a976-4a83eab1d9a0,usa-today,40.78,-4.12
"But along with the Osage’s wealth comes a naked jealousy from white outsiders who see Indigenous people as undeserving simpletons, and Killers of the Flower Moon details how that very kind of thinking culminated in one of the most singularly unconscionable, nefarious murder campaigns in American history.",Lean Left,the-verge,1,b0cd83bf-c509-4862-8303-198592d96fda,the-verge,39.43,-4.75
"In Nigeria the efforts of Nnamdi Kanu, a separatist, to resuscitate the dream of an independent Biafra rely on charisma, populism, disregard for the truth and violence.",Lean Left,the-economist,1,3fe3e330-6a8e-4ae2-843d-82cf38a28d43,the-economist,42.4,-1.43
"But two, we have a media that's completely out of touch with reality.",Lean Left,npr,1,2f919f7d-41bb-4922-8495-16f768f39312,npr,42.99,-4.27
"Far too often, an empowering song with an ascendant chorus loses all tension and hits the ear like a too-sweet dessert.",Lean Left,abc-news,0,7f12bf5c-7e4f-4069-ae6e-2e4054bc4a27,abc-news,45.25,-2.91
"Malcolm MacArthur, the Irish murderer on whose story John Banville drew for The Book of Evidence is also the subject of Mark O’Connell’s nonfiction account A Thread of Violence.",Lean Left,the-guardian,0,b853df8c-412e-4ac6-8506-3ee5a0f5d4b5,the-guardian,40.67,-7.97
"Or are you sad because you're married to my sister, you have a baby with Lois, oh, and you think you can keep it secret, but everybody knows?",Lean Left,pbs-newshour,1,e755b620-4586-4bad-8dd7-b50875e19d88,pbs-newshour,43.07,-9.07
"Much of the show’s humor once again comes from the comic ick of incest, along with out-of-time references from 1955 and 1985 (plus one amusing shout-out to 2020).",Lean Left,variety,1,3e514cf9-ed99-4b5b-bea3-f5aec952cf06,variety,41.29,-3.85
CHINA’S PARANOID PURGE: The EU-China Summit comes amid signs that something is rotten in the imperial court of Xi Jinping.,Lean Left,politico,1,0bb9f282-f8af-4a38-9f29-443d3b76e847,politico,42.32,-5.58
"If it has to be one artist - for his inventiveness and originality, let it be Darling.",Lean Left,the-guardian,1,7519539d-1ac6-4317-8922-d955ddd70b92,the-guardian,40.67,-7.97
"According to a police affidavit which officers wrote, Miller twice put his hands on the neck of the woman, pulled out a chunk of her hair and threw her onto a couch.",Lean Left,nbc-news,0,4079c8ed-76f7-490d-b8a8-ad1f227bf949,nbc-news,43.21,-5.79
He called it an ideological conspiracy to pull children out of their culture as early as possible so they won't want to speak or be Tibetan.,Lean Left,the-independent,1,085e28e5-4078-4f02-ac04-b946a6167137,the-independent,38.37,-6.99
"The series flirts briefly with conspiracy theory, setting us up to think there will be an element of state skulduggery by mentioning the FBI’s surveillance of Lennon at the height of his political activism.",Lean Left,the-guardian,1,6170a2b7-7eef-45a2-a510-f247d1ebf7f3,the-guardian,40.67,-7.97
What the experts say Most Americans don’t want the United States to be the world’s policeman.,Lean Left,the-conversation,0,ff551928-86d1-4f6a-9ad9-9d09b6d83e6a,the-conversation,40.75,-4.86
These declarations from remote administrators and the proxy battles over their contents are a one-way conversation-a sign that we are not even attempting honest dialogue.,Lean Left,washington-monthly,1,a822cff5-1962-45c6-8c5f-5a8ce5b11fe5,washington-monthly,35.78,-12.08
"We never slice it, preferring to tear the bread into wide, jagged pieces with our fingers.",Lean Left,the-guardian,0,c069f043-f436-459a-b6e3-526b63293c5c,the-guardian,40.67,-7.97
"France’s north is a gem that hides in plain sight, its history, culture and geography sign-posted in brown on the side of the autoroute but unseen by Brits who stick their foot on the gas and power on south.",Lean Left,the-independent,1,ed6222fa-ff50-4d66-9860-1b817fe5c6ac,the-independent,38.37,-6.99
Bear in mind there are lots of different property websites out there you can use for your search - you don’t just have to use the big ones.,Lean Left,the-guardian,0,505153b5-0a55-46c4-9d0d-8e16b9213a0f,the-guardian,40.67,-7.97
"After a preamble noting Trump’s gargantuan lead over the entire field, Kelly zeroed in on DeSantis with a lengthy question essentially asking if it was time to pack it in.",Lean Left,mediaite,1,2174fdc9-461a-4c3d-8755-0fc0f0ba5e36,mediaite,37.25,-8.64
"Police and army soldiers cordon off an area following a bomb explosion, in Peshawar, Pakistan, Tuesday, Dec. 5, 2023.",Lean Left,abc-news,0,a96e9a86-f400-42e5-818d-adf37dd8083a,abc-news,45.25,-2.91
"This music, in its stunning debut recording by the Los Angeles Philharmonic with conductor Gustavo Dudamel, ranks among the most fantastical and kaleidoscopic orchestral works of our time.",Lean Left,npr,1,4335d194-6ade-476f-bf5e-d2b73b227b4e,npr,42.99,-4.27
"In chaos takes the wheel and i am a passenger, the band looks to the raw abandon and atmosphere of a '90s cult favorite like Mineral, but filters everything through a cinematic post-hardcore sheen.",Lean Left,npr,1,385b5738-58ab-43a1-a69f-45cce060bda9,npr,42.99,-4.27
"We also used a lot of reference of shelf mushrooms, which are mushrooms which grow very parallel trees and environments.",Lean Left,vanity-fair,0,bb85194c-b198-4e63-9411-bda6e85fc811,vanity-fair,33.19,-13.87
On the coast Kotzebue is bracing for autumn storms-harsher now that the sea ice stands farther from the shore.,Lean Left,the-economist,0,7c219647-28e4-4f68-b305-7bf73cf4f939,the-economist,42.4,-1.43
"McCarthy managed to outmaneuver that cadre on the debt ceiling, which was raised for two years in the spring.",Lean Left,npr,0,5d7d9c72-2260-4655-97da-13107cbacb39,npr,42.99,-4.27
My tongue is being pushed to the bottom of my mouth.,Lean Left,vanity-fair,0,df8b37bc-c54b-4e45-9961-fadd53ba94fd,vanity-fair,33.19,-13.87
"Danny, though, struggles with his own declining mental health, while hiding behind big smiles and laddish banter.",Lean Left,the-guardian,1,61ef5ea9-96d8-4377-b4ca-6a507b8e44be,the-guardian,40.67,-7.97
"Living and dying with rats With this in mind, human ways of dealing with rats seem cruel.",Lean Left,the-conversation,1,7a7597fe-89ef-4ba1-92c6-693ca5df69e4,the-conversation,40.75,-4.86
Diesel is also overpriced at 154.40p when it should be on sale for under 150p.,Lean Left,the-independent,1,e67b9a02-c92d-4790-b421-1853fc0875ec,the-independent,38.37,-6.99
"He has long portrayed James, a Democrat who is Black, as a political arch-nemesis and part of a partisan witch-hunt against him.",Lean Left,npr,1,b6650379-f7ca-4b74-a005-62b30f53f42b,npr,42.99,-4.27
