text,source_party,source_name,label,sentence_id,source,reliability,bias
"He needs to get back on track with the promises that he made, end all fossil fuels on public lands, and declare a climate emergency - and then push the Federal Reserve to start regulating banks so that it becomes too expensive to continue to invest in fossil fuels.",Lean Left,the-verge,1,142f75ba-80c9-4e06-be89-f180048d9409,the-verge,39.43,-4.75
"Whatever the precise inspiration, the resulting performance of Wagnerian apocalypticism has now reached its culminating acts of fire and purification.",Lean Left,the-economist,0,b0dae960-b840-4083-aed9-5129b48c7959,the-economist,42.4,-1.43
"Reeling from the shock at the sheer ISIS-like savagery of the Hamas attack on kibbutzim in southern Israel, Western allies quickly embraced Israel’s right to self-defense.",Lean Left,politico,1,01ff29f7-777c-4917-bc00-c5884216f4fe,politico,42.32,-5.58
"But few will be able to savour it, crammed as they are into dirty, overcrowded shelters-and fearing that, when the truce ends, another round of fighting is likely to follow.",Lean Left,the-economist,0,e0209f4d-74f1-48c6-bfbc-ae1feb3fab64,the-economist,42.4,-1.43
"It frequently reads like an extended meditation on old age, a subject a septuagenarian artist has every right to discuss.",Lean Left,the-guardian,1,d3b6c0ba-5d93-4d34-9f6b-7ea7aa496841,the-guardian,40.67,-7.97
"Variety’s Hitmaker of the Year doesn’t play an instrument - those gloriously supple melodies and intense lyrics just burst out of her and into a microphone, usually the one on her phone.",Lean Left,variety,0,e8307ed8-9855-4a59-ba13-5bc861f54acd,variety,41.29,-3.85
He spoke exclusively with CBS News Texas Friday afternoon at the Texas Capitol.,Lean Left,cbs-news,0,c4911112-729f-44e9-80aa-8fd950f45139,cbs-news,41.76,-2.84
But it was instead a sometimes-harsh referendum on his leadership over the last two years.,Lean Left,san-diego-uniontribune,1,ca5459fa-c63f-4540-97dd-8579eda3efb1,san-diego-uniontribune,45.68,-1.76
"They are now bidding more regularly on projects around the world, notes Miguel Stilwell d’Andrade, chief executive of EDP .",Lean Left,the-economist,0,5cbd8f89-4485-41d9-af0d-5df269298422,the-economist,42.4,-1.43
"Perhaps they might have crafted something more fresh and tuneful, with goosebump moments that come not from hydraulics but from theatrical know-how.",Lean Left,variety,1,9a23010b-fed5-4384-ae01-82eb93c4c3f4,variety,41.29,-3.85
"Kissinger and his chief military aide, Gen. Alexander Haig, took charge of Nixon’s power center on foreign policy, allowing Nixon to routinely bypass Secretary of State William Rogers and Defense Secretary Melvin Laird - and the career professionals working for them.",Lean Left,politico,0,f8d5717b-4850-46f1-8a69-1d7b0558ade4,politico,42.32,-5.58
His hairstyle horrified some friends back in France but hardly raised an eyebrow in Australia.,Lean Left,washington-post,0,7bd8fb6a-8ac6-4698-bf90-5f11540fdac0,washington-post,38.8,-6.85
"And his fashion shows were triumphant, bursting the bubble of industry navel-gazing to say something about the world we live in: a snowstorm in a globe in March 2022 at the outset of Russia’s invasion of Ukraine, a red carpet that functioned as the show in the fall of 2021, underscoring fashion’s engulfment into entertainment years before other designers started bemoaning the world’s emphasis on celebrity.",Lean Left,washington-post,1,ccf8e70e-ddbd-4d29-8af9-a052231cb059,washington-post,38.8,-6.85
He’s also expected to tell the court that Apple sees no reason to develop its own search engine as an alternative to Google.,Lean Left,the-verge,0,c84f8074-00ac-45dd-8171-2035f341a38e,the-verge,39.43,-4.75
It sounds like a bunch of actors sitting around a table pretending to be soldiers.,Lean Left,vanity-fair,1,19acdd34-0780-40d3-8b9d-9c51da8e7679,vanity-fair,33.19,-13.87
This year’s grants represent the highest amount of grants ever issued by the state agency.,Lean Left,san-diego-uniontribune,0,94346c8e-dbd4-44d4-a625-74639c37e1fb,san-diego-uniontribune,45.68,-1.76
"Yet housing advocates argue that to fight climate change, we need to consider ideas like the 15-minute city, complete with more dense multifamily living and access to all services within a 15-minute walking distance.",Lean Left,the-verge,0,948cf1e8-be20-4f30-8d84-77fa084ccba6,the-verge,39.43,-4.75
"And sure, some cisgender women and some parents of trans kids feel their rights are being trampled on when trans people are acknowledged and granted the same rights as their peers.",Lean Left,fair,1,abec0ecc-ba39-4b0c-b5ae-5ff32cae2e32,fair,32.6,-19.36
"The European Commission still has a deadline of February 5th to issue a final decision regarding the proposed Adobe / Figma merger The statement of objections doesn’t prejudge the outcome of the EU’s investigation, which still has a deadline of February 5th.",Lean Left,the-verge,0,be8b3747-500b-4df3-9ab0-7c8af8978c52,the-verge,39.43,-4.75
"The guys wide-eye each other, do a silly little dance and hit the road.",Lean Left,the-guardian,0,9d43c5fc-608c-418a-8d3e-c37f93871f2c,the-guardian,40.67,-7.97
"The idea is that in 1881 Chan has to rescue a princess who has been spirited away to the lawless wild west, and there he is to team up with a laid-back, supercool outlaw: Roy O’Bannon, played by Wilson.",Lean Left,the-guardian,0,0b2ad28f-1212-48f4-b090-f91dcf404035,the-guardian,40.67,-7.97
"He is a sclerotic and uninterested leader; both he and his aides, some of whom are also his possible successors, are widely seen as corrupt.",Lean Left,the-economist,1,6d7168c3-7941-483a-8cd2-ca2f881a0f2e,the-economist,42.4,-1.43
"Pro-Palestinian activists call for an Israeli ceasefire in Gaza during a protest outside Union Station in Washington, D.C., on Nov. 17, 2023.",Lean Left,abc-news,0,80bd2bf7-1380-4836-bb65-552458fe5ed4,abc-news,45.25,-2.91
"Was it a huge release to be done shooting not only the film, but also be done wearing the wig?",Lean Left,variety,0,e50e6b9e-bf04-4520-9a67-f7de87b9d29b,variety,41.29,-3.85
"No recording was allowed at the screening, in a nondescript auditorium on an army base: this was a sadistic snuff film not for the public’s eyes.",Lean Left,the-economist,1,e9a8087b-9b8d-47fd-8129-a3525515cfa4,the-economist,42.4,-1.43
Mr Milei was elected on a pledge to take a chainsaw to Argentina’s gargantuan state.,Lean Left,the-economist,1,3e02b6f6-5455-4bd8-a1f5-49c174a71901,the-economist,42.4,-1.43
"On March 19, she was in Jerusalem, where her largesse accomplished arguably the most miraculous-sounding feat in the annals of modern philanthropy: the reopening of the tomb of Jesus Christ.",Lean Left,vanity-fair,1,0a997d9e-a25d-4d8a-8554-0006ebbbf8ac,vanity-fair,33.19,-13.87
"Brilliant Earth Heart Pavé diamond necklace When in doubt, remember the old adage that Nicole Kidman once sang: diamonds are a girl's best friend.",Lean Left,usa-today,1,75f43e46-d88d-437d-99ba-5c48f4f073aa,usa-today,40.78,-4.12
Albeit there’s a six month deadline for gatekeepers to come into compliance with the DMA - which means major operational changes by the likes of Google likely won’t kick in until March 2024.,Lean Left,the-verge,0,ce9d2c8f-eac1-4edb-b78d-72ab543803da,the-verge,39.43,-4.75
Yet the decision to hold COP 28 in the Gulf state is problematic.,Lean Left,the-economist,1,278ef2b4-6f8f-4893-96c9-38da48398691,the-economist,42.4,-1.43
Access your favorite topics in a personalized feed while you're on the go.,Lean Left,insider,0,e97b9269-11aa-42fc-9f16-27e078e95759,insider,40.58,-4.19
"Criticism from the medical marijuana operators claimed that HB150 offers too many new cultivation and retail licenses, underlined by deep yet unfounded fears that the new competition would put their companies out of business.",Lean Left,washington-blade,1,fda27e26-986a-4a6e-8b41-0879ccad5295,washington-blade,42.71,-7.49
She said she also remembered a white man looking for her brother and that same white man walking out of the club with him as she went to the restroom.,Lean Left,abc-news,0,d570ad93-a08f-4e0c-8cea-883a76ad7906,abc-news,45.25,-2.91
People tell themselves that unfortunate children must have unfortunate parents - and that whatever happens to them must be their parents’ fault.,Lean Left,detroit-free-press,1,29465338-e53e-4c7b-b7e9-bcb9d39550e6,detroit-free-press,43.46,-5.43
"McCarthyism, in other words, was going full steam even before McCarthy showed up at the station.",Lean Left,fair,1,26420ec2-84d1-4828-aee6-0f50d1a000c0,fair,32.6,-19.36
Let’s see what 12 weeks of less than surgical bombing does.,Lean Left,fair,1,ea2e174b-5a51-4cda-a656-9619b54c749c,fair,32.6,-19.36
"Here as elsewhere, the PDD gang play characters named after themselves, childhood best friends and roommates living cartoonishly stunted lives in a mountain town.",Lean Left,the-guardian,1,84f49806-cdc9-428b-b181-3dc324940e11,the-guardian,40.67,-7.97
"They will both be aware that the highs are too often matched by the lows in a sport that has a problem, with the minds of far too many of its fighters being used and abused over the years.",Lean Left,the-independent,1,5d12f94d-f511-49df-af7f-0cc3264052ea,the-independent,38.37,-6.99
"They can uplift and inspire others to tackle the challenges and hardships in their lives, they can break a person slowly over time or deliver instant heartache with a simple sentence.",Lean Left,usa-today,1,463504b8-955c-443f-aec7-95a64054279b,usa-today,40.78,-4.12
"Given Brussels’ concerns - largely over rule of law, and specifically over judicial independence - under the outgoing Conservative Law and Justice (PiS) government, the facility has yet to disburse any money to Poland at all.",Lean Left,politico,1,22d4100b-7ca5-45a1-841e-296312c2b7ab,politico,42.32,-5.58
So are the start-of-the-season deals enticing enough for shoppers or are they holding out in a cat-and-mouse game with retailers?,Lean Left,cnn,0,81a95d27-ef5e-4b11-b111-105f9e9bf968,cnn,42.06,-6.28
"As the three prepare to stage Ruth’s incendiary play about Northern Ireland, which features decapitated priests and the ghost of hunger striker Bobby Sands, they find they’re not even in the same bookshop, let alone on the same page.",Lean Left,the-guardian,1,3e01003b-6697-4d0f-9dab-9e8a597a3e53,the-guardian,40.67,-7.97
"But other than gripping television, what can we ultimately expect from this exercise?",Lean Left,the-conversation,1,9c61c1ee-dd2a-42e8-adba-41396352b0d5,the-conversation,40.75,-4.86
"Under a nearly full moon in the unpolluted darkness of the night sky over Kansas, a group of student stargazers sat in a circle taking turns on the telescope.",Lean Left,cbs-news,0,f2acecd6-3cf5-402b-97bb-b79301eeac99,cbs-news,41.76,-2.84
"For me, the first two topics have dominated much of my recent WhatsApp chatathons, and the third, though I’ve not seen the programme, was made interesting by Osman’s explanation of what makes a great Saturday night gameshow, and how they need to change.",Lean Left,the-guardian,0,0d7593ea-38c1-4d43-9b12-30737218d305,the-guardian,40.67,-7.97
"He also produced his own Stations of the Cross, with Christ’s white flabbiness now emphasising his helplessness among his tormentors.",Lean Left,the-economist,1,fd1120a3-0112-413a-8464-f483ad2bba51,the-economist,42.4,-1.43
"Unless it was dumb luck, whoever placed the trades was probably inside Hamas, or close enough to know its military secrets.",Lean Left,the-economist,1,3515b4e6-7cc1-4ba6-96f5-a62872ce5aa8,the-economist,42.4,-1.43
Contemptible This is what he posted on X this morning about Johnson dodging the protests at the Covid inquiry this morning.,Lean Left,the-guardian,1,e9c17a5a-6da6-4e5d-aec9-469ae28d255c,the-guardian,40.67,-7.97
"And in the wake of an embarrassing practice washout, the triple world champion compared the event to the fifth tier of English football.",Lean Left,the-independent,0,acfc5a45-2c27-4be1-8425-d6910866db12,the-independent,38.37,-6.99
Where Ellie divided the crowd was in the way she shared her child-free story.,Lean Left,the-independent,0,a792a5cf-0c69-4bdd-a3d4-7db2b21b19c2,the-independent,38.37,-6.99
"Seen another way, though, it was a sign of their impotence.",Lean Left,the-economist,1,5d6959f9-71a3-462e-85a3-1194174dab71,the-economist,42.4,-1.43
He also pointed out that music is a universal form of communication transcendent of language barriers.,Lean Left,variety,0,540ab793-49d2-4605-a320-8171bdef8515,variety,41.29,-3.85
"The House voted on Friday to expel the Republican George Santos, of New York, after a critical ethics report on his conduct that accused him of converting campaign donations for his own use.",Lean Left,the-guardian,0,dc8bc1b9-5a7c-4fe4-bc84-6c9a2e424a2f,the-guardian,40.67,-7.97
"But absent a major shake-up from Iowa, Trump’s inevitability seems, well, inevitable.",Lean Left,the-conversation,1,29df4e39-a159-4cb5-af9b-238940a9a06a,the-conversation,40.75,-4.86
"The party prioritised infiltrating departments like the police, customs and immigration to ensure it had control over the city, says Mr Ching.",Lean Left,the-economist,1,fc389bce-20f3-482f-a2de-226748d9176c,the-economist,42.4,-1.43
"The reasoning was met with mockery by many in the replies, with several people reminding that the game isn’t real.",Lean Left,the-independent,0,084a6802-d62b-44f4-82bc-c3ec521b385a,the-independent,38.37,-6.99
"After 47 days on strike, the Detroit Casino Council has voted to ratify an agreement with MGM Grand Detroit and suspend its strike immediately.",Lean Left,detroit-free-press,0,c65e693a-79c3-44f8-bf50-bc733f992cbc,detroit-free-press,43.46,-5.43
"We are expected to know about everything happening in the Black community, a burden white journalists do not face.",Lean Left,usa-today,1,2132bdd3-531d-4bc0-81a2-238274877cef,usa-today,40.78,-4.12
"We’ll not allow the corruption to steal such an important selection or any selection, for that matter.",Lean Left,usa-today,1,f0928fc4-2bd8-4a8d-9649-8400f9d69b8a,usa-today,40.78,-4.12
"While I’m often critical and feel my art is never finished, the pendulum swings.",Lean Left,usa-today,0,9e87c5a6-641a-44b8-9e5b-2993540abe58,usa-today,40.78,-4.12
"Much like in Brazil, American fans are usually left rooting for seven-time world champion Hamilton, whose ground-breaking impact should not be forgotten as well.",Lean Left,the-independent,1,845670b7-da94-449b-8881-26f6463d2120,the-independent,38.37,-6.99
"First, there is no alternative to the entire world drastically cutting greenhouse gas emissions beginning immediately.",Lean Left,the-conversation,1,28f61d0a-2fee-4ca2-aca1-78e3490f88ba,the-conversation,40.75,-4.86
If you have the time you might be able to benefit from income as part of the gig economy.,Lean Left,time-magazine,0,0b213f8c-a530-49af-a80d-14fe83cc0584,time-magazine,41.12,-7.42
"The White House and Congress, she said, should force drugmakers to negotiate with states to start importation programs.",Lean Left,washington-post,0,555248ce-5bc4-441e-bf64-81c6d7b00926,washington-post,38.8,-6.85
Bath - where Arundell had a season ticket as a youngster and where there was considerable interest before he agreed the move to Racing - and Gloucester are said to be potential suitors.,Lean Left,the-guardian,0,53397d14-dac5-451a-b7d8-e8e4a75355e1,the-guardian,40.67,-7.97
The LSU senior has put together one of the most productive seasons by a quarterbacks in Bowl Subdivision history.,Lean Left,usa-today,0,638e07fb-c4d0-462a-9201-5432b5ded5d6,usa-today,40.78,-4.12
A neat segue of Bleeding Love and Higher Love takes her back towards R&B.,Lean Left,the-guardian,1,4ad8bcd6-72a3-4e43-bc74-1b7aa137625e,the-guardian,40.67,-7.97
"According to Chomsky, the knowledge of the deep rules of language they contain is a statistical mess, not a meaningful analysis.",Lean Left,the-conversation,1,61d37c69-fa16-4bf4-9240-fcac47c7b212,the-conversation,40.75,-4.86
"To find out more about what my office is doing, please visit, oakgov.com/affordability.",Lean Left,detroit-free-press,0,a663f5ae-7232-4dab-b81a-c8be9614e7d6,detroit-free-press,43.46,-5.43
"His defeat in the school board election, where he campaigned against the inclusion of LGBTQ+ content in educational settings, reflects the ongoing cultural and political tensions in the region.",Lean Left,the-advocate,1,3153d8d6-ce04-4658-b466-af1166dbec51,the-advocate,45.85,-4.0
"Sudjalim says the Japanese love gift giving, meaning souvenir Pringles are launched there regularly.",Lean Left,the-guardian,0,8eb1eaf2-b61f-4582-bde9-2b2a72c82ed0,the-guardian,40.67,-7.97
"Almost 50 years after the end of the US government’s war of aggression against Laos, unexploded cluster bombs continue to kill and maim innocent people-frequently children.",Lean Left,fair,1,4d0cfb9e-01dc-49ad-9069-7e11009272cd,fair,32.6,-19.36
"Read the full review 33 My Name Is Alfred Hitchcock In this critically agile film from Mark Cousins, Hitchcock supposedly narrates from beyond the grave, using movie clips to reveal techniques and meanings in his work.",Lean Left,the-guardian,1,5a409e78-a4d4-40be-8deb-1899ce1a3392,the-guardian,40.67,-7.97
The math to me is very much on the side of aliens existing.,Lean Left,npr,1,7228a387-3fd7-4357-b71b-4b5d48ca601f,npr,42.99,-4.27
"It is Cambodia’s one big, bustling city, with a sleazy edge to its tattered colonial elegance.",Lean Left,the-economist,1,0a5a7943-631f-496b-ab2f-6c8336cb2003,the-economist,42.4,-1.43
"There’s no reason monetary policy shouldn’t undergo a similar evolution, becoming less blunt, more targeted and causing less collateral damage in the way it achieves the necessary goal of low inflation.",Lean Left,the-conversation,1,61315cb2-0579-4719-9146-83abc00a8df1,the-conversation,40.75,-4.86
"Young Priscilla has clear wants (to see Elvis, against her parent’s wishes) and inchoate desires (to be touched).",Lean Left,the-guardian,0,069fba20-3dde-49a8-92c6-f61ddbc8ef4c,the-guardian,40.67,-7.97
"If Maestro comes up short at the Oscars this year, then it’s a near certainty that Hiro will win something for his incredible makeup work.",Lean Left,the-guardian,1,f1df2bd9-397f-4934-9001-94f11c210b87,the-guardian,40.67,-7.97
"A blue budgie called Blue hopped in a cage, as Dadon’s mother folded up a camp bed in the living room.",Lean Left,the-economist,0,6ba89336-c265-4377-aa5c-485351fbdf04,the-economist,42.4,-1.43
Crimes on live TV Both-sidesing Lula’s FBI-backed political persecution and Bolsonaro’s guilty verdict as examples of judicial overreach is an act of bad faith.,Lean Left,fair,1,ff437197-4b91-49bc-a149-32d438c71790,fair,32.6,-19.36
They show an unexpected side of Mapplethorpe - that he could be boring too.,Lean Left,the-guardian,1,7a01f85d-38d5-4b56-b3e1-2ac07ad025f9,the-guardian,40.67,-7.97
"Not every search query takes EEAT into account; Google has described heightened concern over sites that could impact safety, happiness, and the ability to be an informed citizen.",Lean Left,the-verge,0,b3932029-c0bb-48cc-bb59-ddabba81b7e9,the-verge,39.43,-4.75
"It also represents risks to jobs and livelihood, diminished access to opportunities, and marginalisation of one’s ethnic group in public life.",Lean Left,al-jazeera,1,160ea0da-eb0c-43bc-a1f0-ad6dc1aee62a,al-jazeera,41.34,-7.05
V Promised lands H UMAN EVOLUTION may have used viral genes to make big-brained live-born life possible; but viral evolution has used them to kill off those big brains on a scale that is easily forgotten.,Lean Left,the-economist,1,7b8fc50c-ba02-42e5-a2fd-764009e6e7b3,the-economist,42.4,-1.43
"Mr Buthelezi spent much of his time curating his reputation, relying heavily on the IFP -owned Ilanga lase Natal, the oldest Zulu newspaper, to pay him due respect.",Lean Left,the-economist,1,2397578c-3d5c-4de8-8a50-222d7fa3c382,the-economist,42.4,-1.43
"Meanwhile, antiwar voices represented only 3% of all US sources in early Iraq coverage (FAIR.org, 5/03), a dramatic downplaying of public opposition.",Lean Left,fair,1,59e1555a-9625-46b1-bd27-85b5e5c34710,fair,32.6,-19.36
It came when Thomas Kaminski scampered to his left to retrieve a loose Amari’i Bell back-pass and banged the ball out for a throw-in rather than a corner.,Lean Left,the-guardian,0,79726ca3-49f2-4cb5-b28a-759978532e90,the-guardian,40.67,-7.97
"It’s halfway between a stir-fry and a curry, with a lovely thick sauce that coats the whole lot and will have you licking the plate clean.",Lean Left,the-independent,0,d23e7028-f484-456c-8c9f-6a74e8cb244e,the-independent,38.37,-6.99
It's his people who beheaded the Washington Post columnist Jamal Khashoggi.,Lean Left,npr,1,34054e19-a8e9-497a-acc7-2548f9a4ce3a,npr,42.99,-4.27
"What would it mean for the country’s democracy to re-elect a man who governed as Mr Trump did, who was impeached twice by the House of Representatives-and who tried to overturn the result of the last election?",Lean Left,the-economist,1,27e7723f-2154-47ca-b8e5-aecf877d022c,the-economist,42.4,-1.43
The mistakes of Silicon Valley seem doomed to be repeated when it comes to AI.,Lean Left,time-magazine,1,118c293e-6442-436e-8dfb-fd04f468b8a8,time-magazine,41.12,-7.42
"Nonetheless, test scores seem to have dropped in both places, if not quite as sharply as for some neighbours.",Lean Left,the-economist,0,25ae27da-9832-4c18-a6ea-e827cd67c531,the-economist,42.4,-1.43
"America has in effect locked out Chinese solar manufacturers with hefty anti-dumping duties and the Uyghur Forced Labour Prevention Act of 2021, which bars American developers from importing modules containing polysilicon from the Xinjiang region, source of half of the global supply.",Lean Left,the-economist,0,41dba759-ee3b-4693-8876-7a98cc46be6a,the-economist,42.4,-1.43
Adobe is pitching Generative Match to companies that want to easily replicate their own brand style.,Lean Left,the-verge,0,e5a30cf3-c4b5-4946-911f-a6d9da51acc2,the-verge,39.43,-4.75
"Behold the artwork, in which she leaps over the camera, revealing an acute bikini wedgie.",Lean Left,the-guardian,1,1de13d81-877d-48ae-be52-680e917788ca,the-guardian,40.67,-7.97
The 76ers and police had been in touch regarding the status of the investigation.,Lean Left,cbs-news,0,5ebd78aa-31d4-4fc3-9ae7-d25268980600,cbs-news,41.76,-2.84
Please gamble responsibly Sterling to thrive against United Raheem Sterling has been one of the key cogs in Chelsea’s improvement in the final third.,Lean Left,the-independent,0,25679b39-eb46-4730-beb0-1dbf5fe33574,the-independent,38.37,-6.99
"Symbolically, this marks the end of the UN’s 20-year mixed-bag experiment with protecting civilians notably in Darfur.",Lean Left,al-jazeera,0,298bacfd-e34d-47ed-91e9-3cea719354e3,al-jazeera,41.34,-7.05
"Again, the youngsters, like Jessica Reyes, 11, and Eric Lopez, 14, showed intense interest in the stories and the art of their forebears.",Lean Left,san-diego-uniontribune,0,42302cbb-344e-4398-920b-ab70dadd2b87,san-diego-uniontribune,45.68,-1.76
"Santino, seeing on her face that something terrible had happened, took her in his arms and held her for a long time.",Lean Left,the-guardian,0,c92dcc4a-c659-4ffb-8e21-3e7545a1b95e,the-guardian,40.67,-7.97
The launch of the spy satellite last week was slammed by Western powers as well as Pyongyang’s neighbours.,Lean Left,al-jazeera,0,35818fb5-8d27-4f24-8b25-877cc3ad0eaa,al-jazeera,41.34,-7.05
"The city’s police budget has grown by 45% over the past five years, and the force has been granted sweeping powers to target individuals and organisations without judicial supervision or scrutiny.",Lean Left,the-economist,1,77f49a73-57b6-44ee-bf1e-d30b71f4b1a5,the-economist,42.4,-1.43
"The Islamist insurgency in Mozambique, however, has yet to be defeated.",Lean Left,the-conversation,0,8bf450e5-0fb8-4f3d-af26-331affcdc24e,the-conversation,40.75,-4.86
So there are many difficulties that come along with plastics recycling and people are sending these off to be recycled and then they are sitting in recycling facilities across the country not being recycled or they're being incinerated or sent to landfills instead.,Lean Left,abc-news,1,23e6554b-8351-4940-b337-052c7e1a5e65,abc-news,45.25,-2.91
"So some of those prices that went up didn’t come back down, but we’re paying $2.89 a gallon for gas in Minnesota again.",Lean Left,politico,0,183ab8f9-af95-480b-84c1-0273a71587a2,politico,42.32,-5.58
"There were marked differences between the four UK nations, with England coming out on top, having achieved a mean Pisa maths score of 492 compared with the OECD average of 472, taking England from 17th in the Pisa rankings for maths in 2018 to 11th in 2022.",Lean Left,the-guardian,0,c9ff0524-dae3-49dd-a250-c23916ebb907,the-guardian,40.67,-7.97
"Pinned beneath the beast, the bloody young officer heaves himself to his feet and carries on with the siege.",Lean Left,variety,1,a1d349fb-0862-428f-ada4-f3f9ea7d7975,variety,41.29,-3.85
"In this vision, Palestinians within the Green Line, the West Bank and Gaza, alongside Jews, would enjoy full citizenship rights without discrimination or exclusion.",Lean Left,al-jazeera,0,bd7bf151-2de7-4db2-82be-77c235ef1d44,al-jazeera,41.34,-7.05
"What music (the theme tune for the TV series Last of the Summer Wine is a favourite, which is, perhaps, a clue to the age of the departed).",Lean Left,the-guardian,1,7385cfd5-4d6a-4af9-b194-50a97aff2cf0,the-guardian,40.67,-7.97
"Daunting as the prospects of AI-powered bioterrorism or catastrophic cyber-attacks may be, history shows that the best way to curtail the risks of transformational technologies is to be wise and deliberate in guiding their spread, rather than attempting to block them altogether.",Lean Left,politico,0,385fccc0-5d4d-4c52-af44-f6354fb5b37a,politico,42.32,-5.58
"The destruction left in its wake, however, is not only material but also psychological.",Lean Left,the-guardian,0,ebaa5b33-459d-42f1-9c0a-06879f4f977a,the-guardian,40.67,-7.97
But it also harbours contrary strains of anti-Americanism and guilt over French colonialism in the Arab world.,Lean Left,the-economist,1,63d8f909-b350-4862-9274-099386e2778f,the-economist,42.4,-1.43
"Saltburn can’t decide whether its titular pile’s inhabitants are likeably louche degenerates, gilded-cage songbirds or careless Tom and Daisy Buchanans.",Lean Left,the-guardian,1,a20a0c02-702e-446b-9882-8746cc585159,the-guardian,40.67,-7.97
His supervisor tells him that they eat for free at a local deli because the cops give the owner a break on double parking for deliveries.,Lean Left,the-guardian,0,6c964ea7-1a62-4fb3-9a94-75e6819e2e7d,the-guardian,40.67,-7.97
Taylor Wilson: And so we expect this authorization for the probe to come next week.,Lean Left,usa-today,0,dc4ea053-19ac-4301-bd5b-38e2612a56cf,usa-today,40.78,-4.12
"Working with partners, the United States has championed a major effort to better equip the MDBs to address today’s increasingly complex global challenges like climate as part of their effort to fight poverty.",Lean Left,the-verge,0,7121e209-5d58-445f-b6ce-98a153bdf858,the-verge,39.43,-4.75
"There were no flowers there, so my older son gave me a branch from a bush.",Lean Left,cbs-news,0,ccd1e350-c4f6-4654-9a2c-4176d268a896,cbs-news,41.76,-2.84
"Do you think that you need to ship native apps on Mac, Windows, iOS, and Android?",Lean Left,the-verge,0,857cc151-48a7-44bb-9a9a-5908ac15289c,the-verge,39.43,-4.75
"He viewed peoples and nations as movable, disposable pieces on a giant global chessboard.",Lean Left,the-guardian,1,4042da9a-7863-41e7-adfa-862dffc6742a,the-guardian,40.67,-7.97
